,author,author_id
2606,Tom Robbins,-4157829248385655
2607,Tom Robbins,-4157829248385655
2608,Tom Robbins,-4157829248385655
2609,Tom Robbins,-4157829248385655
2610,Kurt Vonnegut Jr.,6268052053560495579
2611,Kurt Vonnegut Jr.,6268052053560495579
2612,Kurt Vonnegut Jr.,6268052053560495579
2613,Kurt Vonnegut Jr.,6268052053560495579
2614,Kurt Vonnegut Jr.,6268052053560495579
2615,Kurt Vonnegut Jr.,6268052053560495579
2616,Kurt Vonnegut Jr.,6268052053560495579
2617,Kurt Vonnegut Jr.,6268052053560495579
2618,Kurt Vonnegut Jr.,6268052053560495579
2619,Kurt Vonnegut Jr.,6268052053560495579
2620,Ray Bradbury,-2236729088091949858
2621,Ray Bradbury,-2236729088091949858
2622,Ray Bradbury,-2236729088091949858
2623,Ray Bradbury,-2236729088091949858
2624,Ray Bradbury,-2236729088091949858
2625,Ray Bradbury,-2236729088091949858
2626,Ray Bradbury,-2236729088091949858
2627,Ray Bradbury,-2236729088091949858
2628,Sam Weller,6350860997918263476
2629,Ray Bradbury,-2236729088091949858
2630,George Orwell,242267352445205352
2631,George Orwell,242267352445205352
2632,George Orwell,242267352445205352
2633,George Orwell,242267352445205352
2634,George Orwell,242267352445205352
2635,Italo Calvino,-1481533067814793671
2636,Erica Jong,3454975046318108624
2637,Erica Jong,3454975046318108624
2638,Erica Jong,3454975046318108624
2639,Erica Jong,3454975046318108624
2640,Erica Jong,3454975046318108624
2641,Erica Jong,3454975046318108624
2642,Erica Jong,3454975046318108624
2643,Jessica Hagedorn,6112094287786476432
2644,Stephen Kinzer,6677754342236778419
2645,Gabriel García Márquez,4568644548845534114
2646,Gabriel García Márquez,4568644548845534114
2647,Thomas Fahy,5896557730372675836
2648,Milan Kundera,4265614283105543357
2649,Joy Kogawa,-4370404830651759888
2650,Orson Scott Card,6354889566838392015
2651,Orson Scott Card,6354889566838392015
2652,Barack Obama,2531694028650246242
2653,Jung Chang,883375678156619824
2654,Mao Zedong,1154357503703389981
2655,Peter Hessler,6378332461927078602
2656,Jung Chang,883375678156619824
2657,Peg Kerr,-1583856070240307869
2658,D.H. Lawrence,7956623694665261
2659,Robin Norwood,-8047500967375816837
2660,Susan Forward,5886175479209532331
2661,Bill Bryson,6575532081622169050
2662,Bill Bryson,6575532081622169050
2663,Walt Disney Company,952506472661947492
2664,Jonathan Lethem,5289840618322435040
2665,Kenneth Robeson,-2896617891432014926
2666,Italo Calvino,-1481533067814793671
2667,Italo Calvino,-1481533067814793671
2668,Italo Calvino,-1481533067814793671
2669,Alice Munro,-732294828785964121
2670,Alice Munro,-732294828785964121
2671,Wallace Stegner,-1428910906545847977
2672,Albert Marrin,-9155229128769451078
2673,James Clavell,5469390650840427838
2674,"John ""Red"" Shea",7609706271048213115
2675,Ben Katchor,-3794546741820231018
2676,Haruki Murakami,2152004235167666121
2677,Haruki Murakami,2152004235167666121
2678,Åsne Seierstad,6172790233086229298
2679,Fatemeh Keshavarz,1276651260298667620
2680,Joseph E. Stiglitz,1822324323150891807
2681,Curtis Sittenfeld,-8182659398997692077
2682,Jonathan Safran Foer,-304661850395071566
2683,Salman Rushdie,-8449868145262256048
2684,Salman Rushdie,-8449868145262256048
2685,Salman Rushdie,-8449868145262256048
2686,Salman Rushdie,-8449868145262256048
2687,Saul Bellow,-8602528307443375218
2688,Salman Rushdie,-8449868145262256048
2689,Truman Capote,4926705289323003873
2690,Denis Johnson,233441748545121314
2691,Denis Johnson,233441748545121314
2692,Denis Johnson,233441748545121314
2693,Denis Johnson,233441748545121314
2694,Bret Easton Ellis,7358908116405279673
2695,Bret Easton Ellis,7358908116405279673
2696,Bret Easton Ellis,7358908116405279673
2697,Truman Capote,4926705289323003873
2698,Truman Capote,4926705289323003873
2699,James C.    Simmons,4078450681483343763
2700,Truman Capote,4926705289323003873
2701,Truman Capote,4926705289323003873
2702,Truman Capote,4926705289323003873
2703,Rudolph R. Windsor,-2240403236337651614
2704,Kira Salak,6055331696877869932
2705,Kurt Vonnegut Jr.,6268052053560495579
2706,Ian Buruma,5007912378820927272
2707,Ian McEwan,-4663203795219824195
2708,Ian McEwan,-4663203795219824195
2709,Gertrude the Great,7665115356869490624
2710,Hermann Hesse,1147976867187673747
2711,Franz Kafka,4383883111969086617
2712,Haruki Murakami,2152004235167666121
2713,Kōbō Abe,-1325898776893340872
2714,Kōbō Abe,-1325898776893340872
2715,Kōbō Abe,-1325898776893340872
2716,Kōbō Abe,-1325898776893340872
2717,Paul Auster,7072676261136435978
2718,Douglas Coupland,-6276588862189135049
2719,Max Frisch,5884775494470907013
2720,Bernd Matzkowski,7455761439413670174
2721,Max Frisch,5884775494470907013
2722,Jean-Paul Sartre,4363745112147445380
2723,Jean-Paul Sartre,4363745112147445380
2724,Jean-Paul Sartre,4363745112147445380
2725,Sten Nadolny,1195403268670759800
2726,C.D. Payne,7258815293448242872
2727,Deborah Spungen,-5346785151240423863
2728,Alex Cox,-8657472854018843922
2729,James D. Bradley,-3876702905827422832
2730,Michael R. French,4451159979642274955
2731,Nick Hornby,3745215875748218522
2732,Philip Pullman,1008860330849470444
2733,Antonia Fraser,-6826825460635967268
2734,Alison Weir,-2908546618755664534
2735,J. Keith Cheetham,-4415129093285386592
2736,Tad Williams,1977710787166080380
2737,Kathryn Lasky,5437877538993066487
2738,Tad Williams,1977710787166080380
2739,Jenny Wormald,-1954197449138636904
2740,John Guy,8222718863670162882
2741,Carolly Erickson,-7482795937314614230
2742,Alison Weir,-2908546618755664534
2743,Robert Hutchinson,-6302296752627274234
2744,Margaret George,2646474909041324581
2745,William Shakespeare,5120503262022660432
2746,Margaret George,2646474909041324581
2747,Margaret Hodges,6542926644195180184
2748,Gene Wilder,4230184084612128998
2749,Haruki Murakami,2152004235167666121
2750,Arthur Conan Doyle,-197004238290300678
2751,Arthur Conan Doyle,-197004238290300678
2752,Sigrid Nunez,6993106437143039343
2753,Helen Fisher,7870280127235277536
2754,Mary Jane Maffini,-3730661251323126998
2755,Amy Sedaris,3496672684842326064
2756,David Sedaris,5448985880037201208
2757,Jincy Willett,6055555245094674689
2758,Dobrica Erić,9140069455315767115
2759,Wisława Szymborska,-5380155736011133591
2760,Wisława Szymborska,-5380155736011133591
2761,Wisława Szymborska,-5380155736011133591
2762,Wisława Szymborska,-5380155736011133591
2763,Wisława Szymborska,-5380155736011133591
2764,Charlotte Brontë,1565702442038581492
2765,M.M. Kaye,-1836720368458485122
2766,M.M. Kaye,-1836720368458485122
2767,M.M. Kaye,-1836720368458485122
2768,M.M. Kaye,-1836720368458485122
2769,M.M. Kaye,-1836720368458485122
2770,M.M. Kaye,-1836720368458485122
2771,M.M. Kaye,-1836720368458485122
2772,Paul Farmer,2572480709497549701
2773,Paul Farmer,2572480709497549701
2774,Tracy Kidder,-4396540496407966416
2775,Fritjof Capra,5049270035374168565
2776,Edward T. Haslam,8156567082095250960
2777,Michelle Feynman,1105884506928538431
2778,Mark S. Smith,-5496706243066043245
2779,Joan Dayan,3019019395706246906
2780,Ted Steinberg,2530055827265600773
2781,Huston Smith,-160915930125992336
2782,Christopher Partridge,-8636157546672675271
2783,Jim  Powell,-1146602847307297967
2784,Larry McMurtry,-6978626767687619774
2785,Amartya Sen,5246948201183167472
2786,Amartya Sen,5246948201183167472
2787,Karen Rizzo,7465729713588029171
2788,Julie Andrews Edwards,-4680502267978843940
2789,Julie Andrews Edwards,-4680502267978843940
2790,Giles Andreae,1326098373578936023
2791,Marina Belozerskaya,2695576183632053554
2792,David A. Ufer,-7202761287901822391
2793,Wilson Rawls,-7431788805211271122
2794,Wilson Rawls,-7431788805211271122
2795,Barack Obama,2531694028650246242
2796,Marc Platt,-5486247830793489013
2797,Andrew    Hunt,5269474306994607414
2798,Andrew Cartmel,4244648227479390414
2799,Greg Behrendt,-4986190235591756111
2800,Michaela Muntean,8369323230273398891
2801,Beth Hensperger,-4005863462392919957
2802,Martine Agassi,-1516742251496341160
2803,Sarah Susanka,5462037417910886265
2804,Rachel Lichtenstein,418935240062367614
2805,Fiona McAuslan,-964427024572640076
2806,Richard Gott,1132423912967314079
2807,Nancy Osa,-4604310645719608003
2808,Stephen Coonts,-7678824169358933804
2809,Kim Edwards,-606928567947271712
2810,John Updike,-6762327210093080963
2811,Noel Streatfeild,4720049506176264526
2812,Noel Streatfeild,4720049506176264526
2813,Jack Kerouac,5802131359676905449
2814,Paul Pitchford,1835369845326243623
2815,Rebecca  Wood,-4839185008755336683
2816,Jonathan Franzen,-7932226428848232917
2817,Eugene Linden,8546269566534750753
2818,Umberto Eco,6193407816879897027
2819,Umberto Eco,6193407816879897027
2820,Margaret  Rose,3910653641929132552
2821,Umberto Eco,6193407816879897027
2822,Umberto Eco,6193407816879897027
2823,Umberto Eco,6193407816879897027
2824,Umberto Eco,6193407816879897027
2825,Umberto Eco,6193407816879897027
2826,Umberto Eco,6193407816879897027
2827,Umberto Eco,6193407816879897027
2828,Umberto Eco,6193407816879897027
2829,Umberto Eco,6193407816879897027
2830,Candida Höfer,2145963253834540795
2831,Sun Tzu,-6166959085198195048
2832,Sun Tzu,-6166959085198195048
2833,Sun Tzu,-6166959085198195048
2834,Bill Bryson,6575532081622169050
2835,Bill Bryson,6575532081622169050
2836,James Joyce,278628065099990466
2837,Pierdomenico Baccalario,8334895323661569116
2838,Shelley Klein,7713697412882823233
2839,Alexandre Dumas,6237606912497453671
2840,Alexandre Dumas,6237606912497453671
2841,Malvina G. Vogel,-7939575024960345592
2842,Alexandre Dumas,6237606912497453671
2843,Stephen King,3774561054279838451
2844,King Arthur Flour,-8323210853016652397
2845,Frank Portman,-6712986986529491888
2846,George R.R. Martin,-2890721353245517114
2847,Stephen King,3774561054279838451
2848,Stephen King,3774561054279838451
2849,Stephen King,3774561054279838451
2850,Stephen King,3774561054279838451
2851,Stephen King,3774561054279838451
2852,Stephen King,3774561054279838451
2853,Stephen King,3774561054279838451
2854,Stephen King,3774561054279838451
2855,Stephen King,3774561054279838451
2856,George Beahm,-6709382654466907102
2857,Brian James Freeman,3674194019843371867
2858,Stephen King,3774561054279838451
2859,Stephen King,3774561054279838451
2860,Richard Bachman,-510280871119245055
2861,George Beahm,-6709382654466907102
2862,Stephen King,3774561054279838451
2863,Stanley Wiater,2514027102321364092
2864,Stephen King,3774561054279838451
2865,Stephen King,3774561054279838451
2866,Richard Bachman,-510280871119245055
2867,Stephen King,3774561054279838451
2868,Stephen King,3774561054279838451
2869,Stephen King,3774561054279838451
2870,Stephen King,3774561054279838451
2871,Sam Walton,-2897998352031117697
2872,Roger Penrose,-774749446597454555
2873,Barry Schwartz,7003069124947741765
2874,Michael   Lewis,-8462331984262552569
2875,Michael   Lewis,-8462331984262552569
2876,Michael   Lewis,-8462331984262552569
2877,Robert D. Kaplan,1590363394472063756
2878,Andreas J. Köstenberger,3355898069847774696
2879,Robert D. Kaplan,1590363394472063756
2880,Roger Lowenstein,682896965371862055
2881,Roger Lowenstein,682896965371862055
2882,Francine Pascal,4623945335826371782
2883,Kate McMullan,-2652648742005039605
2884,Simon Schama,-3222570015223563127
2885,Erik Larson,1820984632247294724
2886,Elizabeth Kostova,-4788546896289766994
2887,Rudyard Kipling,4248012991588774329
2888,Louis de Bernières,-362389744663777198
2889,Joseph Heller,-3969820101019892744
2890,Joseph Heller,-3969820101019892744
2891,Joseph Heller,-3969820101019892744
2892,Joseph Heller,-3969820101019892744
2893,Joseph Heller,-3969820101019892744
2894,George Gladir,255688539151872250
2895,Walker Percy,885886999077878570
2896,Gregory Maguire,758260267637931641
2897,Gregory Maguire,758260267637931641
2898,Christopher M. Andrew,5223668692694166812
2899,James Lee Burke,8373202435925127314
2900,John Terra,-4873900941323546314
2901,Stephen Clarke,-9160219534805584976
2902,Geneviève,-1549190613756800856
2903,Geneviève,-1549190613756800856
2904,Fannie Flagg,-954854854715779710
2905,Ernest Hemingway,3957905676145642389
2906,Ernest Hemingway,3957905676145642389
2907,Michael S. Reynolds,-7966727984055311527
2908,Leonardo Padura,2267349880071560381
2909,Ernest Hemingway,3957905676145642389
2910,Bernice Kert,-3173485946744423768
2911,Jeffrey Meyers,4116165576849806523
2912,Amanda Hemingway,4406283585720302514
2913,Ernest Hemingway,3957905676145642389
2914,Ernest Hemingway,3957905676145642389
2915,Wallace Stegner,-1428910906545847977
2916,Wallace Stegner,-1428910906545847977
2917,Wallace Stegner,-1428910906545847977
2918,Wallace Stegner,-1428910906545847977
2919,Wallace Stegner,-1428910906545847977
2920,Jackson J. Benson,6091752325204916072
2921,E.B. White,233954007605554072
2922,E.B. White,233954007605554072
2923,E.B. White,233954007605554072
2924,E.B. White,233954007605554072
2925,Jon Lee Anderson,2614139087733178455
2926,Caroline Preston,6595611596453940022
2927,Allan C. Weisbecker,83592667971525577
2928,Solomon Jones,-7543705260533444314
2929,Steve Martin,-897893762706471501
2930,Steve Martin,-897893762706471501
2931,Hunter S. Thompson,-9113590232120530267
2932,Hunter S. Thompson,-9113590232120530267
2933,Anita Thompson,7484700800187110360
2934,Hunter S. Thompson,-9113590232120530267
2935,Walter Isaacson,-2838335289408037281
2936,Walter Isaacson,-2838335289408037281
2937,Walter Isaacson,-2838335289408037281
2938,Anne Lamott,2020706701721912680
2939,Cecelia Ahern,2121901035446926698
2940,Cecelia Ahern,2121901035446926698
2941,Cecelia Ahern,2121901035446926698
2942,Jerry Ahern,3019401350215645160
2943,Chris Gardner,1700950187985012281
2944,Jodi Picoult,6604780467749260421
2945,Jodi Picoult,6604780467749260421
2946,Jodi Picoult,6604780467749260421
2947,Jodi Picoult,6604780467749260421
2948,Jodi Picoult,6604780467749260421
2949,Jodi Picoult,6604780467749260421
2950,Jodi Picoult,6604780467749260421
2951,Jodi Picoult,6604780467749260421
2952,Charles Frazier,627519800442156112
2953,Hanshan,-3065082358871382386
2954,Mitch Albom,7938531556843595103
2955,Susan    Lewis,-453684939503635513
2956,Billy Crystal,-5324086411775769018
2957,Billy Crystal,-5324086411775769018
2958,Phillip Margolin,6807722912944493142
2959,Diana Gabaldon,-2877245889769157807
2960,Diana Gabaldon,-2877245889769157807
2961,Timothy Truman,4484925508099641693
2962,Diana Gabaldon,-2877245889769157807
2963,James Axler,-6521932173423555217
2964,Diana Gabaldon,-2877245889769157807
2965,Matt Keefe,-5336112263184587690
2966,James Axler,-6521932173423555217
2967,James Axler,-6521932173423555217
2968,James Axler,-6521932173423555217
2969,William Faulkner,-8690677900972350310
2970,William Faulkner,-8690677900972350310
2971,William Faulkner,-8690677900972350310
2972,William Faulkner,-8690677900972350310
2973,William Faulkner,-8690677900972350310
2974,William Faulkner,-8690677900972350310
2975,William Faulkner,-8690677900972350310
2976,Diana Gabaldon,-2877245889769157807
2977,Diana Gabaldon,-2877245889769157807
2978,Diana Gabaldon,-2877245889769157807
2979,Diana Gabaldon,-2877245889769157807
2980,Diana Gabaldon,-2877245889769157807
2981,Katherine Neville,7329104742668460259
2982,Louise Bates Ames,-1775941903940500505
2983,Henepola Gunaratana,49069096408828308
2984,Eliot Asinof,3177995066302854157
2985,Janet Evanovich,-59334306044269105
2986,Jean M. Auel,-5856834063588049587
2987,James Joyce,278628065099990466
2988,James Joyce,278628065099990466
2989,James Joyce,278628065099990466
2990,Charlotte Brontë,1565702442038581492
2991,Charlotte Brontë,1565702442038581492
2992,Jane E. Gerver,-8098482156513055412
2993,Arturo Pérez-Reverte,5399686939491891884
2994,Charles Dickens,1254664247001930541
2995,Arturo Pérez-Reverte,5399686939491891884
2996,Arturo Pérez-Reverte,5399686939491891884
2997,Arturo Pérez-Reverte,5399686939491891884
2998,Anaïs Nin,5530472659678949663
2999,Anaïs Nin,5530472659678949663
3000,Anaïs Nin,5530472659678949663
3001,Anaïs Nin,5530472659678949663
3002,Anaïs Nin,5530472659678949663
3003,Wallace Stegner,-1428910906545847977
3004,Bart King,3445632790170897679
3005,Clint Willis,198206798811343842
3006,Jason Hook,8387168183868651823
3007,Roald Dahl,3388497810732738688
3008,Roald Dahl,3388497810732738688
3009,Roald Dahl,3388497810732738688
3010,J. Maarten Troost,2251458421295002916
3011,Jim Trelease,61268760149295042
3012,David K. Shipler,6220682924010116532
3013,Christie Ridgway,-1274361362166948743
3014,Peter J. D'Adamo,-4093853892417025378
3015,Jonathan Swift,-4415398180546019993
3016,Jonathan Swift,-4415398180546019993
3017,C.S. Lewis,-6566578982390838592
3018,C.S. Lewis,-6566578982390838592
3019,C.S. Lewis,-6566578982390838592
3020,C.S. Lewis,-6566578982390838592
3021,C.S. Lewis,-6566578982390838592
3022,C.S. Lewis,-6566578982390838592
3023,Shifra Horn,7919440577836800962
3024,Pansy,1410112270989928516
3025,Elie Wiesel,-2087473613938013517
3026,Edward J. Larson,-5629653675750091371
3027,Elie Wiesel,-2087473613938013517
3028,Elie Wiesel,-2087473613938013517
3029,Elie Wiesel,-2087473613938013517
3030,Elie Wiesel,-2087473613938013517
3031,Margo Maine,3477057162127568814
3032,Margo Maine,3477057162127568814
3033,Connie Mason,6089900023240260648
3034,Dan B. Allender,-2585540662705416992
3035,Julia Alvarez,9058728757111860536
3036,Julia Alvarez,9058728757111860536
3037,Bruce Edward Walker,-4131872626684758959
3038,Ken Kesey,3641118236395235410
3039,Ken Kesey,3641118236395235410
3040,Iris Murdoch,5949135024922815924
3041,Iris Murdoch,5949135024922815924
3042,Iris Murdoch,5949135024922815924
3043,Iris Murdoch,5949135024922815924
3044,Iris Murdoch,5949135024922815924
3045,Susan Howatch,-4424438148531489844
3046,Susan Howatch,-4424438148531489844
3047,Susan Howatch,-4424438148531489844
3048,Susan Howatch,-4424438148531489844
3049,Iris Murdoch,5949135024922815924
3050,Susan Howatch,-4424438148531489844
3051,Susan Howatch,-4424438148531489844
3052,Susan Howatch,-4424438148531489844
3053,Dan Simmons,-7274215800495879968
3054,Dan Simmons,-7274215800495879968
3055,Dan Simmons,-7274215800495879968
3056,Dan Simmons,-7274215800495879968
3057,Dan Simmons,-7274215800495879968
3058,Dan Simmons,-7274215800495879968
3059,Dan Simmons,-7274215800495879968
3060,Mary McCarthy,-5817893111909591531
3061,Jay Rubin,-6546292770381188381
3062,Haruki Murakami,2152004235167666121
3063,Haruki Murakami,2152004235167666121
3064,Dr. Seuss,9112125919781936251
3065,Susan Cooper,5374776374545158890
3066,Susan Cooper,5374776374545158890
3067,Susan Cooper,5374776374545158890
3068,Raymond Chandler,-6581637553498721574
3069,Raymond Chandler,-6581637553498721574
3070,Pablo Neruda,2264756639032148402
3071,Mercer Mayer,7377330877503444665
3072,Iris Murdoch,5949135024922815924
3073,Toni Morrison,-3897983489546643031
3074,Toni Morrison,-3897983489546643031
3075,Toni Morrison,-3897983489546643031
3076,Toni Morrison,-3897983489546643031
3077,Pablo Neruda,2264756639032148402
3078,Toni Morrison,-3897983489546643031
3079,Toni Morrison,-3897983489546643031
3080,Toni Morrison,-3897983489546643031
3081,Toni Morrison,-3897983489546643031
3082,Toni Morrison,-3897983489546643031
3083,Toni Morrison,-3897983489546643031
3084,Toni Morrison,-3897983489546643031
3085,Toni Morrison,-3897983489546643031
3086,Scott Leonard,636181382601356859
3087,Barbara W. Tuchman,6188017084249639413
3088,Sinclair Lewis,5936012352811094190
3089,Sinclair Lewis,5936012352811094190
3090,Sinclair Lewis,5936012352811094190
3091,Sinclair Lewis,5936012352811094190
3092,Sinclair Lewis,5936012352811094190
3093,Sinclair Lewis,5936012352811094190
3094,Arthur Golden,-4581930125670832737
3095,Arthur Edward Waite,2940916793638483057
3096,Sinclair Lewis,5936012352811094190
3097,Ray Bradbury,-2236729088091949858
3098,Charles R. Swindoll,1933261677675000262
3099,Jan Frank,-3590068167038335092
3100,John Eldredge,5131440022752366956
3101,Karen Kingsbury,-2355732705432009466
3102,Karen Kingsbury,-2355732705432009466
3103,Karen Kingsbury,-2355732705432009466
3104,Karen Kingsbury,-2355732705432009466
3105,Karen Kingsbury,-2355732705432009466
3106,Karen Kingsbury,-2355732705432009466
3107,Karen Kingsbury,-2355732705432009466
3108,Karen Kingsbury,-2355732705432009466
3109,Karen Kingsbury,-2355732705432009466
3110,Karen Kingsbury,-2355732705432009466
3111,Raymond Carver,-4384296264305584159
3112,Raymond Carver,-4384296264305584159
3113,Raymond Carver,-4384296264305584159
3114,Raymond Carver,-4384296264305584159
3115,Tobias Wolff,-552988681412354409
3116,Tobias Wolff,-552988681412354409
3117,Tobias Wolff,-552988681412354409
3118,Tobias Wolff,-552988681412354409
3119,Philip Gourevitch,2834884097885688824
3120,The Paris Review,-2014735336636034538
3121,Paul Hendrickson,6962046486545308060
3122,Paul Hendrickson,6962046486545308060
3123,Paul Hendrickson,6962046486545308060
3124,Alice Walker,3193262959975367919
3125,Melody Carlson,-3277764289057505820
3126,Saul Bellow,-8602528307443375218
3127,Chaim Potok,1868385734528815865
3128,Chaim Potok,1868385734528815865
3129,Chaim Potok,1868385734528815865
3130,Chaim Potok,1868385734528815865
3131,Dan Simmons,-7274215800495879968
3132,Dan Simmons,-7274215800495879968
3133,Dan Simmons,-7274215800495879968
3134,Dan Simmons,-7274215800495879968
3135,Dan Simmons,-7274215800495879968
3136,Dan Simmons,-7274215800495879968
3137,Patricia Schultz,-6332003954785299266
3138,Dan Simmons,-7274215800495879968
3139,Robert R. McCammon,6054259822987963976
3140,Robert R. McCammon,6054259822987963976
3141,Robert R. McCammon,6054259822987963976
3142,Robert R. McCammon,6054259822987963976
3143,Robert R. McCammon,6054259822987963976
3144,Robert R. McCammon,6054259822987963976
3145,Robert R. McCammon,6054259822987963976
3146,Robert R. McCammon,6054259822987963976
3147,Robert R. McCammon,6054259822987963976
3148,Stephen King,3774561054279838451
3149,Stephen King,3774561054279838451
3150,Stephen King,3774561054279838451
3151,Stephen King,3774561054279838451
3152,Stephen King,3774561054279838451
3153,Stephen King,3774561054279838451
3154,Stephen King,3774561054279838451
3155,Stephen King,3774561054279838451
3156,Stephen King,3774561054279838451
3157,Stephen King,3774561054279838451
3158,Stephen King,3774561054279838451
3159,Lois H. Gresh,2271993123749944321
3160,Stephen King,3774561054279838451
3161,Stephen King,3774561054279838451
3162,Stephen King,3774561054279838451
3163,Stephen King,3774561054279838451
3164,Raynold Gideon,-4991878289333916321
3165,Stephen King,3774561054279838451
3166,Judith Farr,7757485615737209038
3167,Richard B. Sewall,78206922906366882
3168,Emily Dickinson,-409089537218413890
3169,Emily Dickinson,-409089537218413890
3170,Sylvia Plath,-6078544919200306220
3171,Sylvia Plath,-6078544919200306220
3172,Sylvia Plath,-6078544919200306220
3173,Paul Alexander,-2991227756608755029
3174,Sylvia Plath,-6078544919200306220
3175,Ronald Hayman,359645786307293312
3176,Keri Hulme,-2301406494146439187
3177,Philip Roth,-2687474959275981828
3178,Philip Roth,-2687474959275981828
3179,Philip Roth,-2687474959275981828
3180,Philip Roth,-2687474959275981828
3181,Philip Roth,-2687474959275981828
3182,John Updike,-6762327210093080963
3183,John Updike,-6762327210093080963
3184,John Updike,-6762327210093080963
3185,John Updike,-6762327210093080963
3186,James Plath,6655269297199275667
3187,John Updike,-6762327210093080963
3188,Jacquelyn Reinach,8603210594158433629
3189,Oscar Hijuelos,-3653415101669580258
3190,Oscar Hijuelos,-3653415101669580258
3191,Oscar Hijuelos,-3653415101669580258
3192,Oscar Hijuelos,-3653415101669580258
3193,Edward P. Jones,-7227531330907444690
3194,John Cheever,-975219135315904406
3195,Orhan Pamuk,-1499249997635271230
3196,Orhan Pamuk,-1499249997635271230
3197,Orhan Pamuk,-1499249997635271230
3198,Orhan Pamuk,-1499249997635271230
3199,Ian Jack,-5545484043133392331
3200,Orhan Pamuk,-1499249997635271230
3201,Octavio Paz,572979013089773059
3202,Octavio Paz,572979013089773059
3203,Octavio Paz,572979013089773059
3204,Octavio Paz,572979013089773059
3205,Octavio Paz,572979013089773059
3206,Anthony Minghella,2779339687592048416
3207,A.S. Byatt,8542707786935582468
3208,Penelope Fitzgerald,329404613610184768
3209,Penelope Fitzgerald,329404613610184768
3210,Philip Roth,-2687474959275981828
3211,Marilynne Robinson,2407827945077538446
3212,Edward P. Jones,-7227531330907444690
3213,Edward P. Jones,-7227531330907444690
3214,Don DeLillo,2473243635995745533
3215,Don DeLillo,2473243635995745533
3216,Don DeLillo,2473243635995745533
3217,Don DeLillo,2473243635995745533
3218,John Irving,7682090981611499700
3219,John Irving,7682090981611499700
3220,John Irving,7682090981611499700
3221,John Irving,7682090981611499700
3222,Joyce Carol Oates,-1462205522861468974
3223,Joyce Carol Oates,-1462205522861468974
3224,Joyce Carol Oates,-1462205522861468974
3225,Joyce Carol Oates,-1462205522861468974
3226,Joyce Carol Oates,-1462205522861468974
3227,Joyce Carol Oates,-1462205522861468974
3228,Joyce Carol Oates,-1462205522861468974
3229,Philip Roth,-2687474959275981828
3230,Carol Shields,3732876028058959025
3231,Elisabeth Jean Wood,-1284593780504971102
3232,Sid Fleischman,3416622451825919462
3233,Cynthia Voigt,8125195260872306863
3234,Mary B. Collins,-4473810640980394667
3235,Andrew P. Trout,-2449298171329351390
3236,Lou Priolo,-3120134086422925181
3237,William Styron,-1854909408235432609
3238,William Styron,-1854909408235432609
3239,William Styron,-1854909408235432609
3240,Robert L. Geneve,1487339712093522026
3241,John Cheever,-975219135315904406
3242,John Cheever,-975219135315904406
3243,Bebe Moore Campbell,-3785403727927441932
3244,Anne Rice,6266500193969687451
3245,Saul Bellow,-8602528307443375218
3246,Saul Bellow,-8602528307443375218
3247,Saul Bellow,-8602528307443375218
3248,Saul Bellow,-8602528307443375218
3249,Kelley Armstrong,-5715465047603805557
3250,Kelley Armstrong,-5715465047603805557
3251,Kelley Armstrong,-5715465047603805557
3252,Kelley Armstrong,-5715465047603805557
3253,Kelley Armstrong,-5715465047603805557
3254,Kelley Armstrong,-5715465047603805557
3255,Kelley Armstrong,-5715465047603805557
3256,Marguerite Duras,3079250098075648470
3257,Peter S. Beagle,9206927801630748149
3258,Peter S. Beagle,9206927801630748149
3259,Peter S. Beagle,9206927801630748149
3260,Peter S. Beagle,9206927801630748149
3261,Don Webb,7383400010475445832
3262,Marguerite Duras,3079250098075648470
3263,Jack Williamson,-4189429672981761364
3264,Jack Williamson,-4189429672981761364
3265,Jean-Paul Sartre,4363745112147445380
3266,Albert Camus,6017800749836595224
3267,Albert Camus,6017800749836595224
3268,Albert Camus,6017800749836595224
3269,Albert Camus,6017800749836595224
3270,Albert Camus,6017800749836595224
3271,Jacqueline Harpman,-7107831663447140016
3272,Robert Polito,6370944053833946939
3273,J.D. Salinger,-2461855989849186658
3274,Iain M. Banks,5476591013111788638
3275,Iain M. Banks,5476591013111788638
3276,Iain M. Banks,5476591013111788638
3277,Iain M. Banks,5476591013111788638
3278,Iain M. Banks,5476591013111788638
3279,Alan MacGillivray,275448456788486191
3280,Iain Banks,-16776362704188453
3281,Herman Melville,-8737488671052739689
3282,Hershel Parker,-3578049824712537579
3283,Herman Melville,-8737488671052739689
3284,Patricia Hall,852841331109941573
3285,Iris Murdoch,5949135024922815924
3286,Paul Bowles,3851654108858667325
3287,Paul Bowles,3851654108858667325
3288,Paul Bowles,3851654108858667325
3289,Paul Bowles,3851654108858667325
3290,Paul Bowles,3851654108858667325
3291,Paul Bowles,3851654108858667325
3292,Paul Bowles,3851654108858667325
3293,Ann Major,-8067101956529900676
3294,Iris Murdoch,5949135024922815924
3295,Paul Coughlin,-8515917745486539444
3296,Terry Pratchett,7295195527056652647
3297,Terry Pratchett,7295195527056652647
3298,Ludwig Wittgenstein,3501135023636586550
3299,David Edmonds,9104640229910231523
3300,Ludwig Wittgenstein,3501135023636586550
3301,Ludwig Wittgenstein,3501135023636586550
3302,Ludwig Wittgenstein,3501135023636586550
3303,Saul A. Kripke,8136454477486233906
3304,Ray Monk,-3162942694623487651
