author;author_id
Jacqueline Carey;31409592,00
Peter Carey;25883580,00
Drew Carey;39992224,00
Julian Caldecott;85507412,00
Paola Cavalieri;74076106,00
Sy Montgomery;5253205,00
Anthony D. Pellegrini;77918416,00
Paul Ruditis;53149111,00
L. Alan LeDoux;11873333,00
Heather Jarman;38816937,00
James K. Morrow;52306123,00
William Beebe;79361283,00
Cara Black;47370470,00
Diane Setterfield;45607623,00
Richard K. Morgan;14339465,00
Barbara Cleverly;11252758,00
Christopher Buckley;58367739,00
Irving Stone;45561545,00
Pauline Réage;16308562,00
Laura Furman;39112391,00
Doris Kloster;94662526,00
Arthur Bennett;17097440,00
Andy Hertzfeld;30062602,00
Richard Llewellyn;53149176,00
David Donovan;46609749,00
Karyn Monk;62348731,00
Jack Finney;41057629,00
Marcus J. Borg;29066587,00
Gwen Moran;87903455,00
Luke Welling;2759461,00
W. Jason Gilmore;47774177,00
Janet Valade;84335001,00
Charlotte Fiell;99446838,00
Robert Brent Toplin;94034284,00
Kelly  Carr;53468900,00
Laurence Sterne;84693241,00
T.R. Reid;50647040,00
Sarah Johnstone;61578965,00
Eric R. Wolf;49751262,00
John M. Merriman;99301757,00
Walter Rodney;47999711,00
Norman Davies;15237672,00
Jim Carroll;84237304,00
Ed  Young;51454553,00
Nick Tosches;51623647,00
Ben Schott;82432800,00
John W. Schott;65425259,00
Chalmers Johnson;54289051,00
Carl Safina;32521315,00
Joseph Bruchac;61328447,00
Nicola Davies;73846290,00
Gary Snyder;79585389,00
Mitchel Resnick;46913816,00
Richard D. Bartlett;77440820,00
Liz Palika;63510337,00
Paul Galdone;82323081,00
Guy W. Jones;91764365,00
Basil Pao;24445954,00
Jack Vance;28597418,00
A.E. Cunningham;85455053,00
Frederik Pohl;70613019,00
Nicholas Johnson;20738634,00
Clifford D. Simak;4330360,00
Edmund Morris;24259819,00
John Gribbin;35394088,00
Lois N. Magner;77266509,00
Tom Kelley;80470137,00
Hemant Mehta;52358337,00
Gene Wolfe;21109287,00
Debra Cowan;96939353,00
Better Homes and Gardens;98835632,00
James  Hawkins;42461171,00
John Brunner;25267619,00
Suzanne C. O'Connell Smeltzer;99308329,00
Karl Barth;73120782,00
Chad Oliver;16378376,00
Eric Frank Russell;20847194,00
Peter D'Epiro;5575561,00
Robertson Davies;2085118,00
Ellen Evert Hopman;83445297,00
Terry Pastor;29342598,00
Edward St. Aubyn;76133040,00
John Graves;20560796,00
Barry Glassner;84789420,00
Frank Furedi;35085002,00
Chris Abani;75095691,00
David Stanley;69069282,00
Jim Lehrer;9358178,00
Ken Haedrich;63822269,00
Julian May;98092134,00
Francis Davis;66039657,00
Pauline Kael;90649268,00
Suzanne Enoch;70979487,00
Linda Turner;84646313,00
Kate Walker;67041771,00
John Colapinto;63384934,00
Jeff Povey;47733002,00
Charles Allen;34095075,00
Linda Hall;81429741,00
Rachel Field;36876043,00
Rosemary Wells;12393583,00
Dōgen;91635718,00
Ryōkan;34389368,00
Anton Myrer;15788775,00
Mary Higgins Clark;38110320,00
Stanley Weintraub;30814286,00
Antonin Artaud;48023863,00
Robin McGraw;35317318,00
Harold C. Livesay;31793611,00
Andrew Carnegie;45241793,00
Frederick Exley;86186836,00
Tananarive Due;84968273,00
Christopher Priest;55106731,00
Richard Russell Lawrence;173235,00
Dow Mossman;26530103,00
Jean Stone;29523755,00
Roberta Grobel Intrater;74460420,00
Lori Fulton;76147761,00
John Kenneth Galbraith;8949284,00
Robin P. Williams;536831,00
James Wallace;25705998,00
Sara Barton-Wood;77565454,00
Stephen Manes;56011872,00
H.W. Brands;15237152,00
Linda Francis Lee;61467597,00
Jean Craighead George;40751241,00
Upton Sinclair;888941,00
Mary Ellen Snodgrass;83161585,00
Michael Nelson;60682626,00
Michael J. Nelson;7241503,00
Joel Spolsky;24445701,00
Paul Graham;12273201,00
Harlan Ellison;68131372,00
John  Smith;15189430,00
Lane Smith;11557095,00
John Maynard Smith;45066523,00
Alden T. Vaughan;38960180,00
Stephenie Meyer;97302401,00
Newt Scamander;68134969,00
Sean Smith;87685451,00
Allan Zola Kronzek;58233373,00
Alex Kotlowitz;65849183,00
Laura E. Berk;76105409,00
Elvi Rhodes;38787524,00
Jill Mansell;86910820,00
Chris Manby;29821202,00
Jessica Adams;55674754,00
Charles Boyce;72932223,00
Elise Broach;51366521,00
Reed Martin;85549594,00
Gary L. Blackwood;3164879,00
Frank Kermode;39148611,00
Peter Doggett;26644300,00
Jonathan Carroll;46630702,00
James Kirkwood Jr.;59535314,00
Lynda Milligan;56582203,00
Donna VanLiere;63960298,00
Laura Caldwell;39645828,00
Pedro Calderón de la Barca;93597087,00
Steven Heller;3942633,00
Ruth Krauss;56207704,00
Donna Hill;33965112,00
Eva-Maria Metcalf;35158522,00
Eleanor Estes;31131328,00
Alistair Moffat;66290764,00
Roberts Liardon;82893759,00
Stephen E. Ambrose;79146108,00
Scott  Freeman;77216269,00
Laurent de Brunhoff;58013661,00
Lois Lenski;19079092,00
Margaret A. Weitekamp;31051929,00
Merline Lovelace;55987709,00
Doug Stanton;32721788,00
Elizabeth Stewart;76125099,00
Joel-Peter Witkin;59346336,00
Glenn M. Schwartz;769243,00
Elda Minger;78663378,00
Harold G. Moore;70399400,00
Tom Wicker;83277425,00
Dwight D. Eisenhower;87659690,00
Kenneth Osgood;46111825,00
John S.D. Eisenhower;48450505,00
Martin Luther King Jr.;71277997,00
E.B. Potter;32159991,00
Charles Kingsley;16115814,00
Barrie Trinkle;33260098,00
John Howard Griffin;24176603,00
Bill Farrel;53953738,00
David L. Robbins;42645823,00
Patrick Robinson;5194804,00
Joanna Weaver;36059513,00
Mary Oliver;72333509,00
Mansur Abdulin;68437229,00
Meljean Brook;43914082,00
Mariel Hemingway;26123573,00
Scott Donaldson;20299413,00
James Craig Holte;30941410,00
Elizabeth Russell Miller;77834485,00
Diane  Kennedy;43255102,00
Christopher Cokinos;81980930,00
Barbara Conklin;64403418,00
Jimmy Buffett;9871931,00
Thomas Ryan;3836767,00
Nicholas Dodman;27692420,00
Marlene Targ Brill;65868623,00
James Daley;79520733,00
Kenneth H. Blanchard;10648814,00
Bill  Bryson;51218508,00
Susan Van Kirk;71308492,00
Kathleen Eschenburg;667501,00
Kate Pennington;59018753,00
Ishmael Beah;40206569,00
Michael Koryta;36298125,00
Kathleen Olmstead;1498258,00
Bartholomew Gill;6084605,00
Daniel Topolski;22769185,00
Ann Abramson;92364727,00
Bob Tarte;3140315,00
Leonore Fleischer;57495393,00
Rusty Young;16738652,00
Eric Hobsbawm;23705367,00
Lauren Stringer;45779158,00
Núria Roca;66258272,00
Linda Glaser;26043493,00
Toni Bentley;40150677,00
Russell Evans;8120379,00
Eleanor Dwight;57173588,00
Diana Vreeland;78586465,00
James T. Patterson;97925542,00
Ernesto Laclau;83424590,00
Paul DuBois;46857369,00
Jeremy D. Zawodny;44899963,00
Betty Mahmoody;57909169,00
Virginia Lee Barnes;183824,00
Thomas Kinkade;85941243,00
Barbara Coloroso;79518215,00
Carol Lloyd;17693854,00
Mimi Dietrich;56782738,00
Rebecca Coffey;62665877,00
Betty Neels;10194749,00
John Ehle;37461461,00
Sidney Sheldon;87770351,00
Edmund S. Morgan;72343777,00
Eugene J. McCarthy;21177291,00
Jessica Mitford;14052835,00
Amanda Eyre Ward;48044684,00
Theodore Sturgeon;65669968,00
Edward Lewis Wallant;475819,00
Donald Barthelme;65058911,00
Lynne Rae Perkins;52269245,00
Crystal Lacey Winslow;93756698,00
Melissa de la Cruz;19064130,00
John Wooden;84274028,00
Michelle Tea;13680142,00
Lyn Macdonald;8279716,00
Harry Hamernik;30307250,00
Eric B. Martin;49497765,00
Salvador Plascencia;65854229,00
Cheryl St. John;95475272,00
Mary McBride;63836416,00
Ed Gorman;52648690,00
Emily Barr;68693209,00
Sara Gruen;96005938,00
Rebecca Hagan Lee;53149190,00
Meredith Fletcher;68598819,00
Vincent Lardo;41533401,00
Lawrence Sanders;34538988,00
Jack Kerley;34644379,00
Colm Tóibín;67680527,00
Karen Tei Yamashita;57993307,00
Harold Abelson;20256503,00
Kiyohiko Azuma;10735714,00
Katherine Ramsland;24849562,00
Anne Rampling;4038421,00
Faye Perozich;87476627,00
Sharon Kay Penman;1746556,00
Robin S. Sharma;33769183,00
Terry Goodkind;91822132,00
Harlan Coben;78632826,00
Horace;55189111,00
David      West;58483059,00
Garry Nelson;37335856,00
John Henry Newman;23642903,00
Stefano Benni;47384530,00
Raeleen D'Agostino Mautner;45735304,00
Louise DeSalvo;4300686,00
Melania G. Mazzucco;5068172,00
Leonard Sweet;39892842,00
Emine Sevgi Özdamar;28766106,00
Andrea Levy;10310970,00
Steve McCurry;90690245,00
Stephanie McCurry;16166165,00
Luis Fernando Verissimo;88651430,00
Nextext;52274212,00
Nadeem Aslam;25902490,00
Arnon Grunberg;7393652,00
Matthew J. Gibney;81768661,00
Dan Slott;15580624,00
John J. Nance;22008138,00
Architecture For Humanity;9446206,00
Patrick Marnham;84670239,00
Frank Beddor;65653692,00
Ron Rash;90351251,00
Bobby Henderson;12020776,00
Jon Stone;70006177,00
Sanyika Shakur;37570941,00
David Wellington;95493415,00
Brian Hall;85063809,00
Elwood Reid;75861091,00
Lindsey Davis;75146575,00
Horace  Silver;23597824,00
Shelby Foote;68318714,00
Terri Apter;44406340,00
Dorothy Corkille Briggs;81086931,00
Larry J. Koenig;54123562,00
Seamus Deane;60873415,00
Elizabeth Noble;56171372,00
Babette Smith;6719177,00
Rob Bell;76484182,00
Bill Hybels;98917277,00
Mark Mittelberg;35472079,00
Paul Negri;4283432,00
Dorothy Parker;12731529,00
Michael Shaara;43302991,00
D. Medina Lasansky;53730252,00
Chris Seay;14563440,00
Lauren Slater;30556303,00
Philip Zaleski;80504612,00
Tim Cahill;49830506,00
Mark Bowden;34269893,00
Robert A. Dahl;92365608,00
Jeremy Treglown;68347483,00
Emma Donoghue;39181532,00
Dashka Slater;97897875,00
Jean Rhys;9746881,00
Miles J. Stanford;18772608,00
Darcy Frey;87553895,00
Lonn M. Friend;9663269,00
Brandon Mull;10202273,00
Warren G. Bennis;3835517,00
Robert Bringhurst;94196983,00
Robert W. Harris;63931969,00
Robin Landa;59916665,00
Victoria Holt;3796129,00
P.J. O'Rourke;28986595,00
P.J. Tracy;6937142,00
Marilyn Sadler;52717885,00
Mark Cahill;5037866,00
Maxine Swann;75336030,00
James    Campbell;74310721,00
International Code Council (ICC);35390298,00
Michael      Casey;74282697,00
Alexander Pope;85752293,00
Charles R. Miller;92349734,00
Shaun Tomson;13260123,00
Charles Petzold;93487141,00
Darwin Porter;83643855,00
Robert  Evans;54597759,00
Ian Ogilvy;85968922,00
David Ogilvy;31572161,00
Guy Ogilvy;79692149,00
Natalie Goldberg;68299317,00
Michael  Howard;58214973,00
Michael C. Feathers;74906029,00
Nancy Hall;47627545,00
Louis L'Amour;32497679,00
Gordon Dahlquist;21098939,00
Michael D. Coe;30233302,00
Martin Fowler;43281147,00
Paul Pearsall;47043443,00
Randall Hyde;65834403,00
Daidōji Yūzan;38573398,00
Lawrence Lessig;86968427,00
Bob Marley;35260798,00
Russell Shorto;58384978,00
Craig Keller;35138543,00
Bard E. O'Neill;14108962,00
Bard Thompson;81485613,00
Jim Northrup;92269475,00
Daniel Abdal-Hayy Moore;88887377,00
Jenny Hendy;99895662,00
Anne Brontë;81628166,00
Robin Hobb;99359579,00
Minette Walters;22989325,00
Wendy Cooling;31440585,00
E. Nesbit;11158618,00
Catherine Nichols;35440517,00
Betty Jay;33771024,00
Hannah  Green;74952116,00
Hugh Laurie;29778961,00
Peter F. Hamilton;49565862,00
Peter  Dale;15288016,00
Peter Hamilton;51434029,00
Walt Whitman;95979327,00
David S. Reynolds;59494885,00
Justin Kaplan;51171380,00
Barbara Kerley;5676597,00
Mamiko Murakami;128977,00
Alison Baverstock;83638845,00
Judith Cornell;71695413,00
Charles Simic;7163299,00
Cornell Woolrich;26970322,00
Tony DiTerlizzi;85870081,00
Louis Begley;65532686,00
Karen Zeinert;18086557,00
Nancy MacDonell Smith;57526377,00
Brian Braithwaite;17808017,00
David Bromberg;98312977,00
Hania Czajkowski;9553137,00
Paco Underhill;33195611,00
Stephen M. Pollan;4668068,00
Emmanuel Le Roy Ladurie;23575001,00
Sam R. Watkins;44522802,00
Alexander Hunter;12230395,00
David Wood;33225840,00
Dave Crane;46555772,00
Rosa Montero;39480292,00
Mario Vargas Llosa;71705419,00
Mary GrandPré;64830523,00
Stephen Fry;15283667,00
Christopher  Lee;69007460,00
David Heinemeier Hansson;45363889,00
Edward Sciranko;78701521,00
Sahara Kelly;33649123,00
Kevin R. Free;16355721,00
William Howarth;41925109,00
Beverly Cleary;66374965,00
Sharon Mazel;43679872,00
Libby Keatinge;13653093,00
Stephen R. Graves;85495725,00
Lisa Suttora;85880644,00
Leonard Richardson;7432943,00
Richard Pevear;71983288,00
David Magarshack;3754845,00
Amy Mandelker;10266070,00
Louise Maude;10927152,00
Constance Garnett;41430354,00
Oscar Fraley;34428281,00
Y.N. Kly;80724098,00
Gail Omvedt;99249875,00
Patty Carratello;68877449,00
Keay Davidson;90243172,00
Charley Boorman;58230662,00
Elmore Leonard;40735665,00
Laura Huliska-Beith;97186383,00
Thomas H. Moore;98111578,00
Jiří Níl;77101440,00
Patricia Crick;38942755,00
Gabriel Brownstein;71583647,00
Barbara Bray;57887190,00
Richard Seever;4002309,00
Suheil Bushrui;43422355,00
جبران خليل جبران;16107761,00
John Walbridge;88870938,00
Scott McKowen;8282017,00
N.C. Wyeth;40405380,00
Milo Winter;76582211,00
A.J. McAllister;76051766,00
Christopher Cerf;35471421,00
Michael McCurdy;10022967,00
Christophe Claro;18296744,00
John Leonard;58154441,00
David Thomson;98935838,00
Preston B. Nichols;87017622,00
Glen C. Strathy;20317982,00
Gloria Bird;86047210,00
William H. Terbo;89725179,00
David Hatcher Childress;28763342,00
Chad Fowler;47303906,00
Antonina W. Bouis;82396443,00
Molly E. Holzschlag;40004466,00
Patrick Javault;96514637,00
Carol Heyer;1992697,00
Thomas J. Steele;77135259,00
Bill Gardner;26696799,00
Hugh McLean;90484621,00
Henry Gifford;69563516,00
Leonard Peikoff;81256727,00
Nathaniel Branden;3703325,00
Michael S. Berliner;14285949,00
Peter Isler;31943472,00
Kevin Baker;69441301,00
Bonnie Lisle;51416316,00
Peter H. Smith;86066786,00
Gregory Rabassa;95591248,00
Edith Grossman;58122819,00
Thanissaro Bhikkhu;16024776,00
Beth Chaplin;3263439,00
Mark Honan;36656156,00
J. Frederick George;87383937,00
Pedro Jorge Romero;15264713,00
George F. Jewsbury;9275477,00
Guy Abadia;26737333,00
Bill Robertie;69028956,00
Diane M. Hanson;7353863,00
Alan R. Clarke;56845344,00
Akira Watanabe;55083617,00
Peggy Mulloy;55038231,00
Rande Brown;80961282,00
Eric  Kim;69206935,00
Philip Prowse;24989312,00
Raúl Amundaray;5722321,00
Daniel Roche;76891238,00
William D. Danko;39773594,00
Tony Schwartz;87184540,00
Gisela Stege;53139831,00
Sherman Edwards;41575062,00
Michael D'Orso;65747085,00
Cindy Crawford;54614869,00
Bill Miller;30261203,00
Tom Osborne;46879134,00
John R. Perry;93162839,00
Denise Brunkus;51640311,00
Jason Lowe;9115011,00
Victoria Pearson;93753946,00
Petrina Tinslay;52728765,00
JoAnn Cianciulli;58898393,00
Stephen J. Dubner;2480071,00
Nicole Martel;2193813,00
Pablo Fenjves;10607659,00
Barry Z. Posner;11429076,00
David Copeland;54035351,00
Joost Elffers;59080749,00
Tracy Hickman;96022319,00
Robert McKee;11721343,00
Walter Hamilton;86105680,00
C.J. Rowe;69126130,00
Benjamin Jowett;36695608,00
Richard Winston;34852746,00
C.D.C. Reeve;55857857,00
James H. Nichols Jr.;89988311,00
Aubrey de Sélincourt;41774302,00
Henry Francis Cary;58597241,00
Carolyn Dewald;97543681,00
Jennifer Tolbert Roberts;58032575,00
Edward Henry Blakeney;24074320,00
Peter Grene;28912286,00
Robert Fagles;9581124,00
Stanley Lombardo;49695860,00
Robert Fitzgerald;15156764,00
E.V. Rieu;39072288,00
W.H.D. Rouse;61232685,00
Sheila Murnaghan;41704904,00
Barbara Weiden Boyd;82170063,00
Henry Rushton Fairclough;92274702,00
Cecil Day-Lewis;45454379,00
Stephen Orgel;7997377,00
Adam Long;3228708,00
Margaret Jull Costa;27849993,00
Clifford E. Landers;27295916,00
Terri Mategrano;97543591,00
Hertha Von Dechend;13830490,00
C.F. Smith;43098623,00
Paul Woodruff;60220064,00
Steven Lattimore;72915917,00
Moses Hadas;84536671,00
John Davie;67841968,00
David Kovacs;4748222,00
Donald J. Mastronarde;67408770,00
Reginald Gibbons;10091772,00
David Thompson;85820394,00
James Morwood;71174059,00
William Arrowsmith;28880769,00
Georgia Ann Machemer;94406097,00
Pantelis Michelakis;43563183,00
Alan Shapiro;28001406,00
Peter Meineck;34425502,00
Philip Vellacott;31292630,00
Ted Hughes;99609845,00
David R. Slavitt;11628570,00
George Thomson;82521574,00
E.D.A. Morshead;26701542,00
Paul Roche;15508336,00
E.F. Watling;88336292,00
Edith Hall;73701563,00
J.E. Thomas;40146464,00
Roger D. Dawe;31321819,00
Bernard Knox;49643495,00
Jeffrey Henderson;86658011,00
Alan H. Sommerstein;29061303,00
Kenneth James Dover;34336511,00
David B. Barrett;43459702,00
Dudley Fitts;51807616,00
Douglass Parker;74722900,00
S. Douglas Olson;31553729,00
Sarah Ruden;99997398,00
Amanda Hopkinson;57689605,00
Larry J. Sabato;69246353,00
John E. Rotelle;76072881,00
Thomas Merton;22733639,00
Bruce Harbert;62782889,00
D.W. Robertson Jr.;84235393,00
Boniface Ramsey;82697175,00
Allen Mandelbaum;34911271,00
David Raeburn;49638253,00
William Scovil Anderson;14924886,00
Jacob E. Nyenhuis;62413391,00
J.H. Mozley;68562332,00
Peter Green;45012851,00
Frank Justus Miller;954527,00
Michael  Rossi;52144798,00
Martin Kalin;39819792,00
Lee Fukui;68711795,00
Marc Brown;57867868,00
Robert Hurley;72526999,00
Sue Conklin;14653262,00
Vivien Jones;16104313,00
George Saintsbury;1882932,00
Carol Howard;72641542,00
Peter Schaerer;56868398,00
Jessie Willcox Smith;80126042,00
Elaine Showalter;4568106,00
Keith Cox;88480446,00
Gillen D'Arcy Wood;3542513,00
Gish Jen;48109219,00
Patricia Ingham;87145231,00
B.B. Rogers;73972188,00
Robert Mayhew;44646389,00
F.W. Hall;96965896,00
Frank MacShane;76376087,00
Tom Hiney;40962760,00
Yuji Oniki;95528960,00
Leonard Mlodinow;80344935,00
Peter V. Rabins;74055142,00
Joseph Chilton Pearce;16499917,00
Hugh  Thomson;56677408,00
Deirdre Le Faye;87888653,00
James Kinsley;86905673,00
Tom Carpenter;29417593,00
Donald Sutherland;19488571,00
Gary Carey;85865793,00
Francis Steegmuller;50254515,00
Douglas Parmée;83690700,00
Roger Whitehouse;97564159,00
Robert Baldick;95931602,00
Carol Cosman;41988995,00
John   Adams;7439323,00
Frank Shuffelton;33285473,00
Albert Lee Strickland;90612576,00
Robert D. San Souci;51090840,00
Sally Jenkins;14901617,00
Graham   Watson;78721149,00
Scott Brick;23603216,00
Margaret M. Scariano;22871650,00
Laszlo Kubinyi;52558106,00
R.W.B. Lewis;93088374,00
Maureen Howard;94410425,00
Cynthia Griffin Wolff;97199854,00
Alton Raible;87979622,00
John Lloyd;98515583,00
Christopher Tolkien;62008433,00
A.R. Taylor;59902500,00
Karen Swenson;53209110,00
William Hootkins;47556232,00
Patrick Benson;32653915,00
Carl F. Hovde;27953251,00
Duncan Wu;57521541,00
Victor G. Ambrus;55129982,00
Grover Gardner;54832872,00
Glenn W. Most;70898742,00
Simon Gikandi;95269006,00
Patrick Parrinder;50339270,00
Cynthia Brantley Johnson;6280798,00
Melvin Burgess;28082805,00
John R. Hammond;67274402,00
Edward Mendelson;86598081,00
Giovanni Pontiero;78255884,00
Peter Sís;14289128,00
Pilar del Río;15877578,00
Ann Charters;82315907,00
Annalyn Swan;73818118,00
David Sylvester;65433833,00
Tina Blythe;4385216,00
Mark McNeilly;98096563,00
Jack Trout;33618168,00
L.J. Ganser;58355162,00
David Trotter;35402293,00
Edgar Rosenberg;88312339,00
Martin Luther;75885126,00
Sissy Spacek;62720894,00
Jesse Gale;36480317,00
R.D. Gooder;77791675,00
Myra Jehlen;52230376,00
Leo Bersani;62977109,00
John Hollander;27665734,00
Nevill Coghill;26176317,00
David  Wright;51704479,00
Jill Mann;15366246,00
Vincent Foster Hopper;59012115,00
Brian Stone;35104708,00
Larry Dean Benson;52187658,00
Theodore Morrison;43244336,00
Kadir Nelson;83123910,00
Peter Theroux;85488280,00
Joel Smith;51551350,00
Mary Pipher;13334504,00
Diana M. Lewis;93658964,00
Sam Keen;95519352,00
Kathy Emery;9610309,00
Clyde S. Kilby;85277364,00
Giotto di Bondone;52024877,00
Mary Chambers;86858895,00
Raymond Geuss;76103904,00
Francis Golffing;57108564,00
Michael Tanner;14818318,00
David Lionel Smith;70265988,00
Michael Prichard;19639011,00
Donna Diamond;53811770,00
Richard Howard;3624263,00
Takeshi Obata;27036824,00
John E. Woods;19517379,00
Jean-Jacques Sempé;13060813,00
Steve Chorney;59041205,00
Ronald Radano;64840637,00
John J. Richetti;24677990,00
Michael Shinagel;8458085,00
Manuel Schonhorn;52264157,00
Paul Baender;73993305,00
Lee Nelson;90717977,00
Guy Cardwell;25848535,00
E.W. Kemble;64500709,00
Michael Patrick Hearn;11598247,00
Lin Salamo;98456457,00
Charles Neider;93959742,00
Louis J. Budd;64536844,00
C. Michael Dudash;36594417,00
Sandra M. Gilbert;27229937,00
Alison Lurie;64168007,00
Nancy Bond;84413191,00
Juan Wijngaard;36485187,00
Mamie Harmon;50294847,00
Robert Giroux;87330344,00
Jonathan Rosen;63578347,00
Aleksandar Hemon;79668069,00
Benjamin DeMott;56342630,00
Gilbert Adair;53724392,00
William H. McNeill;68884731,00
Pascale Delpech;31901272,00
Mabel Esther Allan;74611853,00
Reginald E. Allen;33148432,00
W.S. Hett;23716887,00
Gilbert Murray;58081153,00
Oscar Zárate;80758911,00
Margaret Sayers Peden;43090000,00
Richard D. Woods;41520714,00
Ernst E. Jonas;69546623,00
Jenny Sanders;43030324,00
S.D. Schindler;11079207,00
James Purdy;23106862,00
Sarah    Adams;53750915,00
Patricia Romanowski;1727122,00
Micah Sparks;75074578,00
Ramón González Férriz;60901173,00
Dana Cameron;80628314,00
Baruch Spinoza;26298727,00
Mitchell Sharmat;84812668,00
Mary Henley Rubio;32104707,00
Rea Wilmshurst;58622314,00
Susan O'Malley;1295109,00
Leslie S. Klinger;11199153,00
John Gielgud;22881414,00
Paul Bachem;80757625,00
Rich Tennant;42832278,00
David Kopp;54892163,00
Andrew Glass;29124793,00
Cindy Pearlman;88122568,00
Pico Iyer;41954194,00
Robert  Stone;13048734,00
Warner Berthoff;41106653,00
G. Thomas Tanselle;31581051,00
Harrison Hayford;23004767,00
Harold Beaver;17976911,00
George Condo;58695716,00
Diane Goode;53270507,00
Gary Blythe;51590967,00
Christian Birmingham;28956376,00
Christa Seibicke;58579787,00
John Rutherford;42910755,00
Walter Starkie;95026552,00
Tobias Smollett;45794850,00
Fredson Bowers;93254931,00
Sherri L. King;9364101,00
William Hurt;56608764,00
Melanie Acevedo;51619509,00
Carlos Milla Soler;12487556,00
Carlos Alberto Gardini;23708025,00
Dan Jurgens;70711255,00
Joachim Körber;79248292,00
Deepak Chopra;24044456,00
Harold S. Kushner;17997369,00
Gordon W. Allport;70750918,00
Esther Derby;97784529,00
Jerry I. Porras;86208147,00
Richard Yates;27945649,00
Peggy Matthews Rose;13299162,00
Phil   Jackson;21494983,00
Paul Michael;51447000,00
Juanjo Estrella;22435170,00
D.J. Taylor;34808296,00
صنع الله إبراهيم;54412353,00
Jim DeFelice;70302234,00
Todd Hanson;65537689,00
Deborah Allwright;92982999,00
Meredith Johnson;82904573,00
Christopher Hurt;47511571,00
Robert DeMott;91800578,00
Nancy Harrison;98038021,00
Susanne Kuhlmann-Krieg;42935503,00
Richard  Hull;19838636,00
Lucia Graves;24324703,00
Betsy Lewin;26329948,00
Ponder Goembel;66829711,00
Mick O'Hare;93596495,00
Curt Meyer-Clason;99023630,00
John Hemingway;23237660,00
Edward Hemingway;38968861,00
John Brownjohn;60219460,00
Hilary Hemingway;59028272,00
Charlton Heston;53947609,00
Matthew J. Bruccoli;64159372,00
Dave Page;1484379,00
Arnold Goldman;31314845,00
Tim Robbins;99963437,00
Alexander Scourby;19004396,00
Mirjana Cvekić;64949346,00
Elsa Mateo;40734463,00
Peter   Sutton;90414382,00
James L.W. West III;45531779,00
Samuel B. Griffith;92116937,00
John    Batchelor;40330872,00
Phillip de ste. Croix;99748417,00
Susan Shillinglaw;23743276,00
Elaine Steinbeck;40018279,00
Richard Astro;37482459,00
William J.H. Andrewes;74673352,00
Neil Armstrong;9028349,00
Jeanne Clidas;18556839,00
Paul Birkbeck;19378451,00
Dorothy Carnegie;73595322,00
Stuart R. Levine;25891071,00
Ruth Ward;88308299,00
Renée Mauborgne;77536948,00
Cedric Watts;28415834,00
Jeremy Lewis;39653955,00
Philip Gabriel;89273594,00
Fyodor Dostoevsky;31523766,00
David McDuff;13349710,00
Simon Vance;52738164,00
Faith D'Aluisio;20346779,00
Bonnie Mackain;14900402,00
Cyd Moore;43474465,00
American Academy of Pediatrics;8500651,00
Bernie Wrightson;57492567,00
Daniel Simon;17196980,00
Terry Southern;83132965,00
Marie-Odile Fortier-Masek;94817473,00
Elivia Savadier;32654370,00
David Tennant;99757298,00
Alex Prud'Homme;92442641,00
Valerie Martin;79374639,00
Michael Horowitz;47113487,00
Varnette P. Honeywood;1593933,00
Frank  Muller;91514541,00
Inge de Heer;31402277,00
Elizabeth Strout;49380033,00
Louis Auchincloss;4128119,00
Hesketh Pearson;91348814,00
Carl Barks;58436820,00
Roger Langton;30872096,00
Eloise Wilkin;44693980,00
P.J. Lynch;84857544,00
Hablot Knight Browne;50766333,00
Michael Slater;8429610,00
Jorma-Veikko Sappinen;49258437,00
Michael Beck;63463328,00
Tony Ross;35464137,00
Ned Dameron;52097135,00
Douglas Carrel;42843430,00
Melvyn Grant;23659949,00
William R. Forstchen;77927077,00
Wallace Tripp;17530428,00
Jerry N. Uelsmann;91643725,00
Ron McLarty;29599903,00
Tagreid Abu-Hassabo;27653138,00
Frances Liardet;62142044,00
Trevor Le Gassick;49766168,00
Catherine Cobham;47374997,00
Surgana;29545179,00
Rian Verhoeven;41983039,00
Alison Leslie Gold;16011422,00
Albert Hackett;76612248,00
Vera Rosenberry;37683301,00
James A. Perkins;48242226,00
Lou Schuler;68889453,00
Robert B. Leighton;63003065,00
Gina Smith;75744506,00
Michael Braungart;58576761,00
Everyman's Library;57183071,00
David Dukes;50836121,00
James Hayslip;15210795,00
Jay Wurts;56250866,00
Lilia V. Villanueva;36608826,00
Laura Gibson;29785723,00
Jacques A. Mehler;1911524,00
Marshall Kirk McKusick;27740232,00
Andrew Hurley;84674438,00
John Carey;25264393,00
Nicholas Dames;5094336,00
David   Lloyd;37206127,00
Carlos Martín Ramírez;72182144,00
Lilly Wachowski;98717964,00
Jonathan Newman;56078577,00
Jean-Paul Orpinas;63437593,00
Matthew Sweet;96327204,00
Maria K. Bachman;19747201,00
Camille Cauti;83915772,00
Frank J. Moore;50915198,00
Mark Eisner;5586972,00
W.S. Merwin;92663274,00
Leila Vennewitz;49696603,00
Simcha Shtull;43244793,00
Daisy Cubias;6824407,00
Evon Zerbetz;18386019,00
Du Fu;1372585,00
J.K.羅琳;21888127,00
Sonia Nordenson;39239171,00
L.J. Swingle;64050912,00
Pascale-Anne Brault;98532842,00
Susan Bernofsky;65985103,00
Joachim Neugroschel;42912068,00
