author;author_id
A.N. Roquelaure;52915313,00
James Salter;12490039,00
Alfred Uhry;3442253,00
Robert Graves;71856960,00
Peter Watson;49455335,00
Merlin Donald;72711205,00
Joseph Frank;56063651,00
Richard Freeborn;10322096,00
William Hubben;57606937,00
Mikhail Bakhtin;44136016,00
Martin Amis;60660039,00
Leonard Woolf;74842594,00
Quentin Bell;51589989,00
Gary K. Carey;18130186,00
Hermione Lee;91638081,00
Hildegarde Hoyt Swift;61505148,00
Selma G. Lanes;60519177,00
Rubem A. Alves;72361814,00
David Eddings;98436775,00
Marion Zimmer Bradley;25381049,00
John Peel;23480785,00
R.L. Stine;74065574,00
Slavoj Žižek;42495515,00
Sarah   Kay;57121085,00
Jodee Blanco;32403035,00
Joan Elizabeth Klingel Ray;80706656,00
Cordwainer Smith;20192162,00
David Simon;62731736,00
Simón Bolívar;56474673,00
Simon Perchik;70506875,00
Donald  Lloyd;67565544,00
Helen McCarthy;67464004,00
Dorothea Shefer-Vanson;21577343,00
John le Carré;21569791,00
Tedd Arnold;40152108,00
Julia Jarman;29978434,00
Ben M. Baglio;90908737,00
Jess Lourey;45142418,00
Myla Goldberg;85303539,00
Markus Zusak;29005644,00
George Eliot;95534151,00
Nikolai Gogol;77150491,00
Warren Murphy;8550936,00
Robert Munsch;91023537,00
Patrick Lencioni;7986144,00
George Lakoff;47843009,00
Gary A. Braunbeck;77703472,00
Harvey P. Mandel;82073928,00
Samuel Taylor Coleridge;37423943,00
Robert Nye;59413845,00
Helen Vendler;8530779,00
Seamus Heaney;98704956,00
David   Ward;69867083,00
David Day;7215204,00
David Gemmell;73315586,00
Astrid Lindgren;96950275,00
Beatrix Potter;6679180,00
Linda Lear;71192851,00
Chris Tait;35924630,00
Jeffrey H. Tigay;46027518,00
Alexander Heidel;56925938,00
Aurelio Voltaire;1780018,00
Merlin Holland;4036463,00
Joseph Pearce;69714420,00
Edward Gibbon;65946987,00
Jennings Michael Burch;74666206,00
Jennifer Chiaverini;54329337,00
Sharon Creech;15609708,00
Debbie Dadey;1353426,00
Dyan Sheldon;12028373,00
Sheri Lynch;99644575,00
Ngawang Pelzang;61022162,00
Meg Cabot;7491877,00
Julie Kenner;39850911,00
Caroline B. Cooney;93482142,00
Ned Vizzini;42363030,00
Paul Karasik;51270833,00
Elizabeth Gilbert;21493106,00
Arthur Schopenhauer;46343303,00
Irvin D. Yalom;46844011,00
Christopher Janaway;50459380,00
David James Duncan;8895258,00
Maurice Sendak;79888288,00
Marcella Hazan;9490240,00
Luigi Barzini;76904464,00
Luigi  Barzini;274906,00
Mina Loy;70867611,00
Janet Flanner;6590616,00
Peter Straub;41767031,00
James   McBride;26726760,00
Victoria Finlay;79660655,00
Vincent van Gogh;63969351,00
Alan Dean Foster;51866173,00
Ann Beattie;60446206,00
Denise Dersin;22868165,00
Richard Stapleford;65664496,00
Robin Chapman Stacey;57737753,00
Ellen Anker;60546198,00
Lorrie Moore;73640535,00
Steve Perry;13037005,00
Jerome Preisler;95815867,00
John Helfers;46724641,00
Diane Duane;22410267,00
Jeff Rovin;74559948,00
Randy Leffingwell;93907733,00
Matt Christopher;48149395,00
Richard Powers;52741758,00
David R. Hawkins;21237467,00
William Manchester;52752039,00
Elaine Cunningham;20892341,00
Mark  Hunter;64400295,00
FASA Corporation;5020364,00
Heidi Betts;82782352,00
Ellen Kushner;18486380,00
Jerome Kagan;65591587,00
Micol Ostow;87554752,00
Anne McCaffrey;69329832,00
Jude Watson;14385181,00
Joan Goldstein;88479080,00
Manuela Soares;37595285,00
Tara McCarthy;895434,00
McDougal Littell;36374275,00
Grif Stockley;20702232,00
Blaine M. Yorgason;22785679,00
James Scott Bell;95932077,00
John Keats;95520563,00
Max Allan Collins;35512375,00
Steve Augarde;12307087,00
George Plimpton;21250941,00
Brian J. Robb;63086905,00
Gardner Dozois;201519,00
Joan Aiken;39220150,00
Russell Hoban;99922373,00
Mark O'Shea;36852473,00
Ansel Adams;56634011,00
Emma Barker;82093727,00
Charles A. Coulombe;76392537,00
Stanley Bing;34645403,00
Robert D. Richardson Jr.;66738234,00
Carl Senna;49131143,00
Kathryn  Hughes;19304145,00
Chris Adrian;13729124,00
Robert M. Sapolsky;594363,00
Larry J. Stephens;73604416,00
Erving Goffman;40692057,00
Aesop;17490884,00
Stephen R. Swinburne;56954905,00
Richard Curtis;92803331,00
William Murray;51785484,00
Michael Jecks;91663624,00
Don Macmillan;37250748,00
Rosalind M. Greenberg;16143490,00
Martin H. Greenberg;78038040,00
Dennis Adler;83842899,00
R. McL. Wilson;10915954,00
Arthur Yorinks;49273294,00
Wayne W. Dyer;92188532,00
Michael S.  Smith;60852103,00
Michael Marshall Smith;37941080,00
Chris Archer;53925106,00
Kate Elliott;73440112,00
Sherwood Smith;27740580,00
Anne Easter Smith;83112237,00
Robert E. Howard;40039133,00
Lynda Madison;44114222,00
Nancy Holyoke;24925154,00
Patti Kelley Criswell;79154745,00
Mymi Doinet;94224603,00
Robert Shapard;28860090,00
Elizabeth Silverthorne;64986592,00
Thomas Bailey Saunders;18941445,00
Giuliano Hazan;40737550,00
Paola Nanni-Tate;91131122,00
Mary Anna Evans;61812859,00
Stormie Omartian;96652296,00
Robert Bauval;83252628,00
Ben Bova;15890562,00
James E. Ingram;35492102,00
Rick Steves;47346733,00
Adrian McKinty;77568597,00
P.T. Deutermann;57963738,00
Brian Michael Bendis;69146705,00
Bill Willingham;20448350,00
Russell Roberts;61418238,00
John Ayto;76457736,00
Greg Tang;19249687,00
David Axton;71908006,00
Joseph Wambaugh;2150306,00
Stephen J. Cannell;72558987,00
Michael Connelly;90147335,00
Joe Haldeman;5553236,00
Constance Ash;22481184,00
Hidenori Hara;47063141,00
Dennis Lehane;22098540,00
Donald H. Wolfe;98165103,00
William T. Rasmussen;94862173,00
Mary  Pacios;36184680,00
Karin Slaughter;47371077,00
Lee Child;76290990,00
Edward Steers Jr.;36330202,00
George Grant;80507497,00
Morag McKendrick Pippin;61434921,00
William Goldman;49021231,00
David Morrell;31274846,00
Bernard Cornwell;2667797,00
Stephen Hunter;6479794,00
Reinaldo Arenas;91353983,00
Douglas Preston;47090181,00
E.L. Doctorow;70456500,00
Mark      Stevens;43764997,00
Mario Puzo;51431096,00
John Lange;56996614,00
Eamon Duffy;46902060,00
Rajiv Chandrasekaran;73085485,00
Laurie Garrett;66030883,00
Peter D. Schiff;10987803,00
Chris Anderson;36005101,00
Jakob Nielsen;83232484,00
Yvon Chouinard;80668313,00
Cecily von Ziegesar;8481803,00
Jess Walter;1599894,00
Charles Seife;27388337,00
Lynnette Khalfani;59769683,00
Nick Cook;91819239,00
Jeff Long;74611862,00
Karen Traviss;71799042,00
Andy McNab;39117461,00
Heather O'Neill;66075600,00
Minfong Ho;4584977,00
Robert Crais;81622704,00
Diana Palmer;50948741,00
Jane Porter;77269028,00
Christina Dodd;73651668,00
Jerry Spinelli;17015598,00
Albert Demeo;74087406,00
Lewis Perdue;21052869,00
Rob Thomas;1327321,00
Nicholas Christopher;18851480,00
Monica Drake;10732019,00
Eileen Gunn;10463899,00
Dani Cavallaro;38732060,00
Grant Morrison;56864933,00
Robert  Mayer;26442902,00
Ivan T. Sanderson;91130318,00
Warren Ellis;19963233,00
Preston Peet;34236613,00
Russ Kick;59909001,00
Charles Darwin;59051882,00
Albert Jack;71628121,00
Elaine Pagels;68871514,00
Donald Kagan;83552462,00
Hannah Arendt;69702653,00
Julian Jaynes;75513912,00
Casey Loe;40186444,00
Barrington Moore Jr.;47978356,00
Carl Zimmer;10492669,00
Daron Acemoğlu;66728874,00
Yosef A.A. Ben-Jochannan;73722436,00
Aldon D. Morris;32295128,00
F.F. Bruce;5018323,00
Don  Lee;12637959,00
Colin McGinn;15449902,00
Michael Baur;23053816,00
Steve Turner;59716277,00
Joe Meno;16658380,00
Neil deGrasse Tyson;67955153,00
Joseph Vargo;59273484,00
Yu Aida;34536243,00
Ed Dorn;47626013,00
Antony Johnston;18401075,00
Jennifer Hendricks;15568467,00
Watchman Nee;99769125,00
Robert Ferrigno;41320570,00
Ali Vali;24352256,00
Jean Baudrillard;39455094,00
Chris Horrocks;9851572,00
T.Z. Lavine;21675689,00
Jane Robins;99324691,00
Jane Green;46929579,00
Albert Ellis;79467678,00
David Ellis;49385945,00
Shannon Drake;5005425,00
Brenda Novak;94429779,00
Ann  O'Leary;77377939,00
Deborah Woodworth;82491478,00
Rumiko Takahashi;35805731,00
Joseph O'Connor;2836029,00
Wendy Markham;27114263,00
Ai Morinaga;17831966,00
Stephen R. Donaldson;26708687,00
Yasuhiro Kano;12122178,00
Molly C. Lee;32805259,00
Candace Schuler;11744063,00
Gilles Deleuze;53681892,00
Jacob Grimm;21214660,00
Kaoru Mori;91939822,00
Jo Clayton;49991927,00
Lidia Matticchio Bastianich;42419233,00
Federico García Lorca;86919245,00
Alister E. McGrath;29476151,00
Richard E. Neustadt;81416691,00
Patrick McGrath;85691882,00
Michael D. Oates;82612601,00
Hanif Kureishi;56451750,00
Roland Barthes;19692760,00
Manuel Rivas;80066818,00
Jeremy Rifkin;42176726,00
Margery Facklam;37914527,00
Caroline Sharp;91166267,00
David Levithan;85565459,00
Sean Stewart;46130324,00
Bryan Magee;98637377,00
Lynn Keller;34696504,00
Ross Garnaut;8584060,00
Adam  Sexton;47129131,00
Michael Korda;6581808,00
Josiah Bunting;30167170,00
Weldon Thornton;84086669,00
Ernle Bradford;54420761,00
Bruce Arnold;71822982,00
Tony Hawks;72877713,00
Chris Kubica;10600933,00
Karen Katz;53176609,00
Kate Klise;19782666,00
Pimsleur Language Programs;80014446,00
Alain de Botton;1468138,00
Elizabeth A. Lynn;70966847,00
Anna Deavere Smith;52075957,00
Jessica Porter;8071785,00
Sandra Cisneros;15553061,00
Katharine McMahon;23515527,00
Eric Chaisson;8773168,00
Stephen P. Maran;50238531,00
Dinah L. Moché;75253275,00
Philip Plait;27419809,00
Richard Buxton;14099183,00
Edith Hamilton;58150100,00
Alex Ross;36250961,00
John Lindow;5199424,00
William F. Russell;79129356,00
Peter M. Robinson;82109497,00
Hannah Hurnard;78910150,00
William J. Bennett;59054119,00
Walter Dean Myers;57368806,00
Todd Davis;89177029,00
Roger Ebert;52640358,00
Al Franken;12987941,00
Jacob Weisberg;94031230,00
Christina Scull;57424861,00
Douglas A. Anderson;9828791,00
Jane Chance;31684530,00
Rose A. Zimbardo;272323,00
Lisa Carey;26341965,00
William L. Shirer;62401907,00
Emily Giffin;82226095,00
Elaine Barbieri;53982667,00
David G. Hartwell;43199577,00
G. Richard Shell;53858683,00
Thomas  Harris;9980601,00
Yvonne Tasker;37095722,00
H. Rider Haggard;53937229,00
Laura Buller;63756337,00
Tom D. Crouch;26103090,00
Paul Glovinsky;18959628,00
Michael L. Perlis;21088410,00
Peter  Van Houten;27490034,00
Mary S. Lovell;10628312,00
Javier Cercas;35694696,00
Albert Speer;54731567,00
William Blake;57831632,00
G.E. Bentley Jr.;68079785,00
Edgar Allan Poe;39153755,00
Dawn B. Sova;13933507,00
V. Vale;92867623,00
Irvine Welsh;6424612,00
Murray Smith;57051766,00
Louann Brizendine;32118659,00
Joaquin Miller;50172472,00
Phil Town;4097990,00
John Weld;61638420,00
Gabrielle Ann Euvino;61489125,00
Wendy  Mitchell;51153300,00
Carolyn Brown;18176099,00
Leonardo da Vinci;22483432,00
Doris Lessing;57195978,00
Margot Theis Raven;97872327,00
Ron Roy;5357916,00
Paul Davies;40045221,00
Megan McDonald;36667768,00
Marissa Moss;56327430,00
Jennifer Frantz;38704827,00
Jed Carleton;42772010,00
Phyllis Reynolds Naylor;86477465,00
Robert Sabuda;97507099,00
Anne Stuart;24466424,00
J.V. Jones;82438013,00
Stan Jones;6598648,00
Andrei Codrescu;32848704,00
James Lincoln Collier;45621289,00
David Almond;15109591,00
Victor Hugo;55459356,00
Monica Kulling;48208976,00
Kate DiCamillo;24256096,00
Avi;95435749,00
Elizabeth Stuart Phelps;17630539,00
Anne Mazer;37566398,00
Gail Carson Levine;38982153,00
Peter David;64936114,00
Nicholas Wright;90121813,00
George Selden;34183498,00
Sylvia Cassedy;54359936,00
David Poyer;64077341,00
Tamara Thorne;11956416,00
Masakazu Katsura;3867014,00
Michael R. Phillips;92539005,00
Marcus Tullius Cicero;85407099,00
Lisa Jackson;54351189,00
Jon M. Gibson;32621922,00
Anne Macdonald;20614415,00
Tom Hodgkinson;18236148,00
D.B. Wyndham-Lewis;16845250,00
Mark LeVine;88276678,00
Terry Gilliam;17527846,00
Graham Chapman;12736411,00
Herbert Asbury;39508584,00
Annalee Allen;58993456,00
Western Sonoma County Historical Society;19568487,00
Library Company of Philadelphia;2730399,00
Jacqueline Ann;10031631,00
Charles Baudelaire;16369668,00
Epictetus;48152038,00
Mollie Hunter;80274461,00
Nigel Tranter;96222184,00
Roger Lancelyn Green;80216470,00
Ingri d'Aulaire;48944252,00
Kevin Crossley-Holland;47764846,00
Snorri Sturluson;57109949,00
Galina Krasskova;827861,00
Barbara Leonie Picard;73163494,00
Rosalind Miles;73495206,00
Tristan Taormino;29519538,00
Emily Jenkins;70857636,00
Andrew Delbanco;68677648,00
Jane Leslie Conly;30900830,00
William Rodney Allen;24400408,00
Scott Westerfeld;73125258,00
Lloyd Alexander;41077383,00
Michael O. Tunnell;12286015,00
Mark Z. Danielewski;76507075,00
Silas House;41611979,00
John Hodgman;46772956,00
Bill Watterson;67286027,00
Richard Paul Russo;37563559,00
Harry Crews;36483,00
S.M. Stirling;77830661,00
William Sleator;606980,00
John Kennedy Toole;55661735,00
David Cote;28857458,00
Victoria Alexander;61996779,00
Errol Flynn;12334423,00
Michael Hanlon;56291778,00
Connie Willis;59961966,00
Anthony Grafton;70454290,00
Girolamo Cardano;46082721,00
Simon Winchester;9810414,00
Thomas Cahill;77421283,00
Darina Allen;16251898,00
James Graham Leyburn;38158166,00
Ashley Shannon;46536596,00
Juliette Aristides;96785868,00
Juliette De Bairacli Levy;40474574,00
Juliette Benzoni;66248620,00
Betty MacDonald;87107325,00
David Brin;91456994,00
Jay McInerney;39045847,00
Colum McCann;8890520,00
Roberta Gellis;88489791,00
Jonathan Kozol;38572478,00
Dan Savage;39564955,00
J. Anthony Lukas;30575240,00
Molly Bang;97488844,00
William Cronon;84220544,00
Sandra Balzo;82208816,00
James J. Gibson;87668836,00
Mark Manning;78310720,00
Arthur Nersesian;35013155,00
Alexandra Robbins;35933762,00
Martha Grimes;51217267,00
Craig Thompson;42552539,00
Kenzaburō Ōe;56870289,00
Shūsaku Endō;60572870,00
Hiroki Endo;65932783,00
Natalie Babbitt;20711353,00
Peter Singer;61594214,00
Kurt Reiter;46245766,00
James Krüss;61182431,00
Laurence Yep;17091099,00
Andrew James McLean;34188989,00
Reza Aslan;34631344,00
George MacDonald Fraser;87387633,00
Richard B. Lee;11829266,00
Kei Ohishi;31060427,00
Anthony E. Wolf;76916276,00
Steven C. Hayes;44898149,00
Carol Stock Kranowitz;65444443,00
Danielle Steel;93780911,00
Deborah Hopkinson;83843990,00
Dan Nadel;18394086,00
Satosumi Takaguchi;9787604,00
Natsuo Kirino;3709550,00
Rachel Cohn;69934662,00
Mystery;12377222,00
Marilyn Manson;70589079,00
Jostein Gaarder;35443819,00
Esmeralda Santiago;99740018,00
Nicholas    Evans;61675847,00
John Perkins;25041207,00
John M. Perkins;29333562,00
Mira Nair;39144542,00
John F. Nash;96504577,00
Robert C. O'Brien;91027720,00
Joseph Blotner;36245184,00
Stuart J. Murphy;99273247,00
Michael Craft;64148471,00
Winston S. Churchill;93803449,00
John Guare;51738272,00
Jorge Bucay;24749370,00
Christopher   Black;98334953,00
Mark Bittman;81790627,00
Samuel Hynes;74566713,00
Eleanor J. Gibson;34420011,00
Tacitus;72193721,00
Adam Smith;87447928,00
Thomas Aquinas;91591512,00
G.K. Chesterton;18083788,00
Isaac Bashevis Singer;52918527,00
Hilary H. Milton;39832093,00
R.R. Palmer;14736008,00
Michael Swanwick;24325154,00
Miyamoto Musashi;43359655,00
Alan  Lee;5579663,00
Kōji Suzuki;67307586,00
Lauren Willig;43230261,00
Satoru Kannagi;63146854,00
Marthe Le Van;11512463,00
James M. Cain;24424020,00
Laura Godwin;29384057,00
Rich Wulf;79049920,00
Gregory Bassham;56331393,00
Diane Haeger;19095978,00
W.G. Sebald;41167420,00
Misao Inagaki;88147658,00
Andrew      Hunt;50455303,00
Kazuo Umezu;46607704,00
Michael Eliot Howard;58502928,00
Iraj Pezeshkzad;98976610,00
Abolqasem Ferdowsi;35980474,00
Brady Games;27013892,00
Jan Guillou;15797262,00
Yuki Shimizu;62820371,00
Dai Sijie;50159155,00
Honoré de Balzac;43306053,00
Marshall McLuhan;19648898,00
Michael     Lewis;58341298,00
Peter Conn;51028910,00
Jen Lancaster;1668013,00
David Schickler;52118911,00
Burton G. Malkiel;51437079,00
Brad Meltzer;20724263,00
Deborah Bray Haddock;91569100,00
Margaret Peterson Haddix;26649034,00
Martin E.P. Seligman;79694192,00
Robert McCloskey;85810805,00
Robin Lane Fox;17781150,00
Padraic Colum;26687820,00
Homer Hickam;34056737,00
Rheta Grimsley Johnson;95734845,00
Chip Kidd;48936839,00
Paramahansa Yogananda;52404223,00
Jeff Shaara;87077877,00
Kuki Gallmann;74822193,00
Sophie Braimbridge;69505830,00
Janwillem van de Wetering;99690125,00
Plotinus;41419013,00
Karl Jaspers;56714573,00
Frances Stonor Saunders;82603687,00
Carole Marsh;64657459,00
Mark Cohen;72617877,00
Peter Olafson;17874480,00
Daniel Goleman;80665371,00
Yohanan Aharoni;65028422,00
Margaret MacMillan;43889421,00
Xenophon;94081405,00
Jane Medwell;23924268,00
Walter Kaufmann;18708735,00
Eric A. Meyer;70343147,00
Makoto Inoue;65543851,00
Stephen G. Kochan;63990940,00
Walter J. Savitch;73990138,00
Thomas Bulfinch;3378072,00
Janette K. Klingner;2915024,00
Judith Thurman;28935863,00
Erin McKean;9061348,00
E.E. Cummings;19327560,00
Dennis Slifer;54007366,00
Beth Moore;48835893,00
Terry Cooper;18550100,00
Garth Ennis;72079317,00
C.E. Murphy;99328085,00
Antonio Negri;14767870,00
Timothy S. Murphy;78954345,00
Vince Flynn;86903495,00
Ju-Yeon Rhim;4012879,00
Mark Fainaru-Wada;61646067,00
Stephen Leigh;66408784,00
Mary Burton;52675374,00
David McCasland;75242973,00
Gregg Olsen;14168317,00
Jim Keogh;55898077,00
David Allen Sibley;16825897,00
C.D.B. Bryan;32560325,00
Donald J. Crump;26652550,00
Norman Kolpas;4401730,00
Chuck Williams;33908451,00
Frederick C. Beiser;40415534,00
Laurence Olivier;85739071,00
Robert Irwin;51493154,00
Russell Banks;83397400,00
Zora Neale Hurston;25950075,00
Nicholas P. White;79264077,00
Tim Downs;77799466,00
Peter Abrahams;86270570,00
James Tiptree Jr.;47957969,00
Colin      Wells;79731665,00
Paul Krugman;77467463,00
Commander X;99573239,00
Zak Smith;40977132,00
Flann O'Brien;78823868,00
Marion Woodman;91859773,00
Bill   Phillips;76520418,00
Donna Woolfolk Cross;68410443,00
Emmanuel Rhoides;91918931,00
Rachel Caine;41485245,00
Ashley Gardner;30314630,00
Philip Johnson;63058774,00
Confucius;70722740,00
Indu Sundaresan;22682907,00
John Hersey;69281538,00
Rachel Carson;12801125,00
Paul Brooks;26504541,00
Justine Korman Fontes;73118635,00
William Martin;91952851,00
Marianne Williams;60507923,00
Frank  Graham;73033830,00
Jonathan Harr;77013392,00
Anthony  Lewis;17378322,00
Apollodorus;19695589,00
Hermann Broch;10041724,00
Phillip Lopate;81884280,00
Scott Beatty;97276694,00
Tom DeFalco;58808878,00
J. Ed Komoszewski;26064150,00
Adam Hochschild;32385746,00
Zecharia Sitchin;38801099,00
Esther Perel;39363433,00
Geoffrey Miller;85544901,00
David M. Buss;22009483,00
A.B. Yehoshua;28336851,00
Bob Woodward;14141845,00
Virginia Lee Burton;32141796,00
Tim LaHaye;86557888,00
Muhammad Yunus;33466331,00
Jeff Hawkins;32928205,00
Travis Bradberry;68436424,00
Karen Berman;78247857,00
Stuart Russell;66957771,00
Wilma Davidson;46677215,00
John             Lewis;7133761,00
Christopher Andersen;30896492,00
Sharon Green;22037232,00
Amos Oz;63491240,00
Bernard Lewis;88104741,00
Peter Woit;53539846,00
Kathleen V. Kudlinski;99225297,00
Cheri Huber;99470389,00
Jean-Benoît Nadeau;20996434,00
William Westney;90426774,00
Michela Wrong;43838176,00
Philip Caputo;47909273,00
Margaret Feinberg;9383147,00
Peter G. Bolt;6468803,00
Margaret Thaler Singer;48448205,00
Norman Rush;71169013,00
Michelle Lovric;26491630,00
Paschal Beverly Randolph;14799298,00
Julia Glass;37297082,00
Robert X. Cringely;63950467,00
Janet Geringer Woititz;22301459,00
Mary  Stewart;67875371,00
Michael Ende;17453520,00
Narise Konohara;88549508,00
Stuart M. Matlins;25100393,00
Christopher   Green;31898502,00
Ronald J. Faust;9702066,00
Eric P. Kelly;86615158,00
William H. Press;46287002,00
William T. Vetterling;30000096,00
Alexander Pushkin;4417579,00
Michael T. Goodrich;93614857,00
Mark Allen Weiss;38858512,00
Adam Drozdek;50608034,00
Frank M. Carrano;10708489,00
Robert Sedgewick;782918,00
Dave Luckett;250373,00
Angus Wells;80863848,00
Peter Handke;14408586,00
Robert F. Kennedy Jr.;3490475,00
Binjamin W. Segel;83233688,00
Robert Cullen;77525302,00
Bob Cullen;62474044,00
Mircea Eliade;86969764,00
David J. Hassel;45420025,00
Rebecca Solnit;56612901,00
Ken Knabb;67929141,00
Chris Gray;4707609,00
Sarah Dunant;94935387,00
Michael  Wood;20750718,00
Susanna Kaysen;70251903,00
A.J. Jacobs;95469257,00
Mark Vonnegut;18183661,00
David A. Adler;1215655,00
David Thomas Lord;70523610,00
William  James;15150090,00
Rick Riordan;64311656,00
Cornelia Funke;35818489,00
Louis Menand;36348949,00
Jack Du Brul;77709592,00
Randy Shilts;52000160,00
Nadine Cohodas;71138755,00
Nicholson Baker;2540688,00
Paul Theroux;21192831,00
Trudi Canavan;21575061,00
Marshall Sahlins;60773424,00
Bessie Head;70580300,00
Tom Perrotta;70429412,00
Georges Perec;52411465,00
William Saroyan;21797411,00
Margaret Cho;81085087,00
Denise Riley;21374856,00
Raymond Queneau;70219472,00
Boris Vian;67099392,00
Roger Shattuck;24661342,00
William C. Carter;22762058,00
Stéphane Heuet;56140143,00
Amy Taubin;59697863,00
Paul Schrader;31381727,00
Shana Abe;60153390,00
John Lewis Gaddis;93958101,00
William Gaddis;59695578,00
John      O'Brien;34173677,00
Margaret Weiss;87627559,00
Robert A. Weiss;8530000,00
Stanislav Grof;83968144,00
Denise Little;18815297,00
William Jefferies;72890535,00
Neal Barrett Jr.;77282855,00
Robert Boyle;82532382,00
Stephen Cox;93492369,00
John Baldessari;15178266,00
William Empson;1784082,00
Janny Wurts;44019839,00
Evangeline Walton;76541068,00
Robert W. Strayer;19428961,00
Julian Rubinstein;6034709,00
Greg Keyes;3380728,00
Elliot Aronson;96458162,00
Robert B. Cialdini;65092727,00
Deborah Blum;21941249,00
Will Durant;5484413,00
Niccolò Machiavelli;6630369,00
Elizabeth Hoyt;62289645,00
Edward Rutherfurd;50115466,00
Lisa Trumbauer;79260245,00
Christopher Moore;94572125,00
Kent R. Weeks;67438053,00
Frank P. Incropera;3813858,00
Mike Lupica;93854068,00
Yunus A. Cengel;92545369,00
Robert Goddard;69279122,00
Shannon Holmes;62602514,00
Kermit L. Hall;2639486,00
Allegra Goodman;93937784,00
Donna Leon;88866186,00
Peter Tremayne;77098512,00
Lynda Barry;58785692,00
Suetonius;38957702,00
John F. MacArthur Jr.;96944347,00
John M. Barry;8486729,00
Andrew Hussey;51702348,00
Jorge Cervantes;12621590,00
Anthony J. Cascardi;25485737,00
Maria Antonia Garcés;48499449,00
John  Baxter;45059767,00
Christopher Schmitt;97734779,00
P.D. Eastman;46899853,00
Roy McKie;53746074,00
Mistress Lorelei;21875783,00
Miasha;31786727,00
T.H. White;4334571,00
Takashi Hashiguchi;25343271,00
John D'Emilio;23246988,00
Stacey Szklut;55660919,00
Ram Dass;98679213,00
David Wiesner;8421959,00
Nancy   Harding;91864536,00
George Crile;15430991,00
Jonathan Phillips;31413178,00
M.J. Trow;32628249,00
Michael Azerrad;72997597,00
Rick Osborne;32708839,00
Hervé Guibert;8800337,00
A.M. Homes;8393489,00
J.J. Connolly;94990752,00
Norah Vincent;8588803,00
Basil Mahon;51748057,00
Tony Horwitz;458415,00
Elizabeth Peters;13959331,00
Diana Kendall;86784365,00
Eireann Corrigan;26213263,00
Claudia Carroll;90396577,00
Diablo Cody;73351747,00
Noire;71239368,00
Luke Davies;66691538,00
Mian Mian;82980919,00
Kara;49607586,00
Sam Harris;33196546,00
William Poundstone;40678018,00
L. Sprague de Camp;99306647,00
Edgar Rice Burroughs;36791297,00
Charles John Cutcliffe Wright Hyne;18099062,00
Kurt Eichenwald;50116483,00
Anthony F.C. Wallace;66008232,00
Kang-Woo Lee;68053405,00
Carlton Mellick III;98622626,00
Warren W. Wiersbe;64477890,00
Walter Farley;97237125,00
Jeremy Leven;48583613,00
Paul       Davidson;11135757,00
Andrew M. Greeley;74046105,00
Michael F. Roizen;39353780,00
Isaac Asimov;30131572,00
Leslie Gross Portney;21025715,00
Cory Doctorow;44526325,00
Ron     Miller;96793666,00
Hervie Haufler;39583445,00
Jack Meadows;87089351,00
Barbara Berst Adams;8133352,00
Tony Judt;50488701,00
Grant R. Osborne;35423989,00
Alvin L. Reid;3156825,00
Robert Musil;76240653,00
Leonard  Orr;79773969,00
Nathan Englander;34821690,00
John Bunyan;77606985,00
Bryan Lee O'Malley;38780909,00
Helen L. Taylor;17870273,00
James Daugherty;70723545,00
Diana Butler Bass;2462358,00
John D. Leonard;46229898,00
Robert A.M. Stern;39697426,00
Kevin   Walsh;99346708,00
Eric Homberger;80413683,00
Miroslav Sasek;21247615,00
Paul Findley;68985168,00
Timothy Findley;85964088,00
Nigel Findley;78752339,00
Claire McNab;56991590,00
Adrian Guelke;96265210,00
Devra Davis;73869482,00
Philip Levine;47883689,00
Richard Bach;73354413,00
Pamela F. Service;87446032,00
Vera John-Steiner;89868323,00
Alfred D. Chandler Jr.;42302927,00
Dashiell Hammett;39929166,00
Kenneth Silverman;36202398,00
Michael Moorcock;6121751,00
Charles  Green;41274929,00
Norman Maclean;85797128,00
Fred Pearce;7100400,00
Elizabeth C. Economy;84275148,00
Bodie Thoene;77650226,00
Robert Kirkman;26027742,00
Gayden Metcalfe;88105777,00
Linda Howard;22387679,00
Kevin Brockmeier;26272782,00
Dan Hitt;15399215,00
Darren R. Weissman;47776623,00
Robert A. Nye;10300140,00
Alan Hollinghurst;59075619,00
Mark Steyn;54562282,00
Shel Silverstein;33684834,00
MaryJanice Davidson;28082029,00
P.C. Cast;52697630,00
Brian Azzarello;85527471,00
Maria Coffey;11358250,00
Ross Thomas;33201597,00
Daniel Clowes;78673101,00
Hinako Takanaga;16128322,00
Sherry Shahan;62586059,00
Steve Hamilton;34630837,00
Mayu Shinjō;5954664,00
Dennis L. Kasper;29030300,00
Kim Harrison;93196269,00
Lou Marinoff;24036929,00
Youka Nitta;72663515,00
James Brian Smith;43616525,00
Amelia Atwater-Rhodes;30480784,00
Hugh Kenner;31832398,00
Sandra Brown;61281172,00
Erin St. Claire;10547207,00
Rachel Ryan;30763042,00
Sandra West Prowell;33090208,00
Laura  Jordan;74587541,00
Iyanla Vanzant;77832940,00
Karl Marx;41491583,00
Bob Blaisdell;10500431,00
Roddy Doyle;34808457,00
Philip Thody;67596763,00
Hazel Rowley;54988788,00
John  Compton;614711,00
Edmund Burke;76093029,00
Elizabeth Alexander;37998862,00
Jeremy Gilbert-Rolfe;94591320,00
Richard Klein;98433437,00
