book_id;author_id
9781400032495;51437291
9781400032488;51437291
9781400032464;51437291
9780679732525;51437291
9780312424442;39137340
9780806930770;75136523
9780140366600;72763526
9780811201124;38848019
9780802130167;38848019
9780802131782;38848019
9780802151827;38848019
9780802151780;38848019
9780802151803;38848019
9780811201063;38848019
9780141439631;78411294
9781593080969;78411294
9781571290533;76624847
9781565842212;76624847
9780394743042;76624847
9781851681822;13093895
9781566562492;12795704
9780140195538;13093895
9780394431246;13093895
9780806501901;13093895
9780679439202;13093895
9780753453803;55884222
9781402714573;55884222
9781416500292;55884222
9780689854682;55884222
9780517221143;55884222
9781577658054;52244542
9780933121188;64936909
9780785950103;62094222
9780394800844;58820619
9780821778258;19971560
9780060733032;29321743
9788432216060;84729774
9780345413994;31485525
9780441788385;31485525
9780441748600;31485525
9780345316509;31485525
9780765314932;31485525
9780671742515;38561071
9780345455291;38561071
9780345476517;15317994
9780345368430;75078438
9781417622856;38561071
9780573650963;36017632
9780691122946;4790547
9780393329407;17482870
9780671867423;26505802
9780395883976;61844633
9780684848150;50384858
9780140156041;50384858
9780140119480;50384858
9780679722946;50384858
9780743244251;50384858
9780140179170;50384858
9780679722953;50384858
9781594201202;33207775
9780060930219;33207775
9780060931674;33207775
9780140283389;33207775
9780312423209;33207775
9780141180632;33207775
9780143039945;33207775
9780316724432;33207775
9780140189308;50645330
9781400043149;53263200
9780374522216;53263200
9780679754862;53263200
9780679752868;53263200
9780374521721;53263200
9780679754855;53263200
9780307264879;53263200
9780374529949;53263200
9780143039839;67074638
9780140097313;67074638
9780140097351;67074638
9780940650763;67074638
9780963188922;25502207
9780312426231;67074638
9780140115857;67074638
9780140154078;67074638
9780805081459;67074638
9780140178135;67074638
9780811214988;67074638
9782742741465;67074638
9780143036555;62550954
9780446579780;94121224
9780521386739;59301462
9780743203043;88271472
9780345438713;13105707
9780393318289;82084161
9781599869940;961425
9780806519609;15348910
9780822549208;85788624
9780932813862;961425
9780373792689;18326657
9780974514055;97241863
9780764585975;6281580
9780307281708;6590239
9780812969702;60040017
9780060255084;36801523
9780330485388;43886787
9781594130236;43886787
9780345360359;89689983
785342303476;28506655
9780321430847;92193094
9783822840856;42159643
9780743264464;54985604
9780743236010;54985604
9780553572490;40211362
9780060589462;26134456
9780802789471;68940758
9780688060695;67591000
9781859605158;23612999
9781592530878;1012898
9780451528803;37283205
9780192833983;37283205
9780486451381;37283205
9780452011878;82940137
9780451163080;82940137
9780452286757;82940137
9780451163936;82940137
9780452281257;82940137
9780451187840;82940137
9780451147950;82940137
9780452274044;82940137
9780471791430;40901409
9780553803815;15813981
9780375755194;23111033
9781592283194;79555083
9780975599518;66440263
9780374502003;72446286
9780307263940;76880900
9780312405540;90424176
9780195170139;71842081
9781400079490;95230452
9780688171629;63189202
9780060932688;62094222
9781400034956;62094222
9780307350428;62094222
9780307350442;62094222
9781400034543;62094222
9781400095803;62094222
9780375708114;35235028
9780861714926;74413772
9781843535843;55355820
9781740594776;16712472
9788408064763;16712472
9781740592055;16712472
9780618710539;83171822
9780060512804;50059284
9782228894166;50059284
9780060733353;50059284
9780060593087;50059284
9780553383447;50059284
9780380816033;50059284
9780553380965;50059284
9780553383430;50059284
9780060833183;50059284
9780553380958;50059284
9781880685358;89889651
9781880685334;89889651
9780465067107;84651990
9780465051366;84651990
9780465067091;84651990
9780898709193;98836475
9780060887964;34502646
9780061122415;34502646
9781421504605;85138370
9781591169253;85138370
9781421504599;85138370
9781591169208;85138370
9781591169291;85138370
9780060192501;34502646
9781591169239;85138370
9780812974614;63445187
9781587157394;22159659
9780142000670;57208698
9780060554736;10846504
9780142401200;28237248
9780808553038;15822020
9781400096893;98742499
9780739326220;98742499
9780099498186;98742499
9781557046833;69165631
9780099771517;98742499
9780743430593;25494284
9781932664393;24674986
9780521750844;92569302
9780802415318;43028489
9781416524793;6107639
9788495618771;6107639
9780972859899;6107639
9780307277671;6107639
9780767926034;6107639
9782266144346;6107639
9781416524809;6107639
9780552151764;6107639
9780593055076;6107639
9780786016068;16745118
9780671015206;48270564
9781585424337;58920360
9781932429237;58920360
9780977616657;19186363
9781563410901;25178733
9780345479174;27059181
9780451205360;32762588
9781419349997;32762588
9781400098033;69891059
9780743226721;9854231
9780140481396;33979546
9780226014906;39862556
9781416500186;26627732
9780310258971;13617927
9780060838584;12803278
9780141006871;12803278
9780812968064;82323913
9780385340540;77918721
9780394720241;12348410
9780345480606;42829208
9780060193393;96442387
9781579546014;81481820
9780972018418;96442387
9780471743675;57701539
9780471430452;54976627
9780805431575;13740318
9780679838869;3845890
9780373250714;62129164
9780140143454;68524900
9780802732293;68578262
694055000612;83886867
9780307238276;65671055
9781400052585;65671055
9780307346582;65671055
9781400052387;52195597
9780609609972;52195597
9781400052370;52195597
9780061234002;68665378
9788466625128;68665378
9780061245138;68665378
9780399153594;21334798
9780156030205;5186200
9780828808392;5186200
9780140285970;29383674
9780307276902;45832432
9781411677319;38301465
9780061171468;16352700
9780787968335;84001206
9780446394598;76621654
9780131494848;39418497
9780316861014;9264620
9780060574215;32758961
9780060192778;32758961
9780061232053;32758961
9780735200302;83739073
9780553381672;1021531
9780517542026;1021531
9780393324815;68524900
9780744005615;3110749
9780140280197;27925990
9780553383683;4276869
9780553295412;56256506
9780812590104;9558724
9780385516419;4276869
9780553381399;4276869
9780553382044;4276869
9780446691437;4276869
9780826413017;6800603
9780811701648;42386782
9780140442755;54693884
9780192802774;54693884
9780140449747;54693884
9780879756321;54693884
9781890318239;99503104
9780872207882;54693884
9780801435300;54693884
9780872204621;54693884
9780140449044;54693884
9780140449082;97032660
9780140446388;97032660
9780879757779;97032660
9780192824257;97032660
9780140440348;97032660
9780393959468;97032660
9780375400612;97032660
9780226327709;97032660
9780140275360;55779937
9780872203525;55779937
9780374529055;55779937
9780147712554;55779937
9780140447941;55779937
9780451527370;55779937
9780872205420;55779937
9780143039952;55779937
9780374525743;55779937
9780060931957;55779937
9780140449112;55779937
9780451527363;55779937
9780865165847;55137987
9780674995833;55137987
9781891190230;80196541
9780192837684;55137987
9781558321250;10392524
9780141000589;98055289
9780517092941;98055289
9780521618748;98055289
9781557831576;645581
9780062512796;34502646
9780062513342;34502646
9780060527983;34502646
9780060832810;34502646
9780061122095;34502646
9780060930134;34502646
9780061124266;34502646
9780140714548;98055289
9780764586033;80112793
9780764585685;98055289
9780879232153;10654473
9780674991200;21887946
9780872201682;21887946
9780674991224;21887946
9780872203945;21887946
9780393971675;21887946
9780674991873;21887946
9780929524351;18383084
9780226307800;47933937
9780226307848;47933937
9780226307831;47933937
9781590171806;1983916
9780553213638;47933937
9780226307824;47933937
9780226307817;47933937
9780140449297;47933937
9780674995604;47933937
9780521643863;47933937
9780140447262;47933937
9780195125986;47933937
9780413752802;47933937
9780486424620;47933937
9780393325836;13926732
9780192832603;47933937
9780674995338;47933937
9780195061666;47933937
9780674995666;47933937
9780195145663;47933937
9780715631874;95589732
9780822004240;30872952
9780674995741;47933937
9780674996007;47933937
9780715629949;47933937
9780226307664;47933937
9780226307787;56167267
9780226307947;56167267
9780195135923;56167267
9780140443332;56167267
9780872203907;56167267
9780140441123;56167267
9780374527051;56167267
9780812216271;56167267
9780226307640;56167267
9780521539814;12711420
9781400041923;56167267
9780812216714;56167267
9780486292427;56167267
9781419150012;56167267
9780226307862;7432117
9780452011670;7432117
9780451527844;7432117
9780156027649;7432117
9780140444254;7432117
9780872205857;7432117
9780679431329;7432117
9780140440287;7432117
9780192835888;7432117
9781580495936;7432117
9780451621603;7432117
9780521617352;7432117
9781416500339;7432117
9780452007178;3820966
9780415907446;3820966
9780553213430;3820966
9780812234565;3820966
9780872203617;3820966
9780140448146;3820966
9781585100873;3820966
9780199120093;3820966
9780674995376;3820966
9780140441529;3820966
9780156027656;3820966
9780674995963;3820966
49086007763;53975255
9780198721598;68259895
9780451616227;3820966
9780198140818;3820966
9780872206038;3820966
9780140443325;3820966
9780521774338;3690375
9781400032716;31500976
9780316156509;39430891
9780743482776;98055289
9780743271325;76640630
9780142000281;32090836
9781576751725;20795080
9788433924636;14156144
9788433968777;14156144
9781862076655;14156144
9788433924711;14156144
9788433924629;14156144
9780321317100;55932712
9780321365200;55932712
9788432216428;83036499
9781565480841;81962570
9780679783190;81962570
9781565481244;81962570
9780520227576;80807397
9780024021502;81962570
9780872201866;81962570
9780143035985;26505802
9780192854520;32352987
9781565482012;81962570
9780060934910;1167532
9788466308953;1167532
9780156001267;19909449
9780140447897;19909449
9780393058109;19909449
9780806128948;19909449
9780806114569;19909449
9780814317327;7030345
9780674992559;19909449
9780520242609;19909449
9780674990470;19909449
9780674990463;19909449
9780814326114;7030345
9780806115603;61065566
9780691015972;28031832
9780195143102;7432117
9780195143737;7432117
9780130158857;62819029
9781857150605;55779937
9780226301198;12711420
9780521315791;12711420
9780521011761;12711420
9780521479349;12711420
9781585424832;37980127
9780767907439;37980127
9780743233217;4656107
9780743270601;4656107
9780393061314;62550954
9780865475090;93604965
9780385486804;72870624
9780785268833;4552091
9780743246989;63000653
9780446579674;19134731
9780515142396;63216083
9780439227148;31058474
9780375825385;80852047
9781591583660;87869803
9780805063899;63785209
9780394417752;55831165
9780140268683;55831165
9780140137347;55831165
9780140251579;14789417
9780192802385;88355196
9780143036234;88355196
9780486440910;88355196
9781593083243;88355196
9781400032808;72870624
9780375752674;11301792
9780385494786;72870624
9780679783619;88312197
9780374292799;55363575
9788427032224;55363575
9780898868098;78250945
9780590422673;99699680
9780451529305;50653222
9781402714580;50653222
9780439101363;50653222
9780517221167;50653222
9781931082730;50653222
9781904633273;50653222
9780743487603;7336350
9781593081386;7336350
9781586633523;87113856
9781593080556;7336350
9781857151435;7336350
9780671792275;24335338
9781405228183;43026593
9780517093399;7336350
9780375760051;7336350
9780451530042;7336350
9780671882365;63159458
9780670030774;28681700
9780140436143;7336350
9780465031269;62550954
9780060183073;62550954
9780822533894;1201348
9780439321624;20314212
9780826452320;32839929
9780747584667;20314212
9780765342515;4630770
9780765342539;4630770
9780765342522;4630770
9780413772787;62539103
9781420926712;3820966
9780198144960;3820966
9780521834346;29584586
9781573921336;3820966
9780198145042;3820966
9781853991141;31992212
9781883011086;92096689
9781883011079;92096689
9780375415029;92096689
9780394758268;92096689
9780394757650;92096689
9780394758282;92096689
9780394757681;92096689
9780812970401;94222254
9780452286870;50904265
9781421501567;59426984
9780563524748;92096689
9780670034727;7863925
9780684824710;7863925
9780142003848;7863925
9780262540377;7863925
9780465073511;7863925
9780387987200;34373700
9780262540421;7863925
9780553345841;12651906
9780553103748;50912263
9780553804362;50912263
9780553802023;50912263
9780762419227;50912263
9780465081981;16192339
9780393324464;50912263
9780380707638;13384830
9780691050843;50912263
9780060977108;91448636
9780713484076;5236909
9780316281331;1965932
9780452282315;82940137
9780452278875;82940137
9780451191151;82940137
9780446618762;79591803
9780060793197;10019045
9781400051571;72673829
9780312425029;55475340
9780312424084;55475340
9780316172325;64064055
9780849945113;19241520
9780743422079;89077501
9780517147689;88355196
9780452286535;87251620
9780517118290;88355196
9780192832979;88355196
9780192802637;88355196
9780972121798;52436084
9780743564366;53871220
9780764586606;58184344
9780679731368;82215738
9780140435825;12256248
9780192836229;12256248
9780140448009;12256248
9780140447972;12256248
9780226735191;83793843
9780312422158;40929480
9780743270755;84156590
9780743223133;9854231
9781574671322;42107984
9780142437117;92152633
9780393311334;44791055
9780142437780;41207642
9780764553028;52025599
9780471773863;64606945
9780452281325;91177319
9780684842233;48908284
9780684839370;48908284
9780072920963;20563206
9780938497196;68974159
9780671708634;57713664
9780743250979;57713664
9780671887179;57713664
9781932073201;40530728
9780915811236;40530728
9780425179611;93478993
9780306814556;33489395
9780671869205;9854231
9781400096916;81944919
9780679600855;81944919
9780345478207;49246351
9780449007389;49246351
9780679745648;81944919
9780739333648;81944919
9780684868769;69316267
9780446671828;13780576
9780813527406;11007029
9780684842578;66631318
9780940450318;66631318
9781883011949;66631318
9780940450530;66631318
9780486420493;66631318
9780689304576;15822020
9780440802501;15822020
9780307236012;38561071
9781597770071;38561071
9780618056996;21781802
9780618083558;21781802
9780395291306;74677228
9780618574995;21781802
9780618009367;21781802
9780140272925;44943744
9780670910618;44943744
9780140271577;44943744
9780198111849;53995079
9780815319665;31677710
9780671792763;9854231
9780671447540;9854231
9780684813639;9854231
9780844662923;9854231
9780743262132;9854231
9780451188458;97689676
9780761452423;95084991
9788466305136;97689676
9789626343586;96761003
9780763630188;67908651
9780143058090;96761003
9781593080181;96761003
9780415247719;37622268
9780192781536;26797810
9780919123700;34802048
9780192741561;26797810
9780252063022;84521650
9780700607426;18659670
9780515139730;80458898
9780515121490;80458898
9780061020612;70679637
9780812967050;98362424
9781854583529;7534391
9780862921477;26605234
9780674996236;81163937
9780393977615;13926732
9780141439976;83378724
9780743487733;83378724
9781571741028;7076569
9780439436540;83378724
9781842124024;83378724
9780812970753;83378724
9780141441115;83378724
9780307264893;27176192
9780824512590;73647912
9781400083114;26695409
9780156007757;96354447
9780156001410;96354447
9780156010597;96354447
9780156013031;96354447
9780156005203;96354447
9780156028790;96354447
9780156004015;96354447
9781860465024;96354447
9788466312806;96354447
9788466314749;96354447
9788466306799;96354447
9780156006248;96354447
9789587043648;96354447
9780890093894;13093895
9780001000391;13093895
9780394448046;13093895
9780143036388;75037999
9780141182674;75037999
9780375711169;32702345
9783829602266;95344140
9780679725404;13926732
9780143034544;32090836
9780807744680;19872488
9780195137897;82090741
9780071460828;14845188
9780316346627;64064055
9780786887170;48612429
9780060521998;45984915
9780141439563;7336350
9780393960693;7336350
9780664241582;32561503
9780060935467;3313359
9780060888695;3313359
9780061205699;3313359
9780761501664;31820301
9780486287591;46573355
9781416500391;46573355
9781556434952;58712562
9780192834423;78411294
9781931082303;78411294
9781931082884;78411294
9781883011093;78411294
9780140424386;45929000
9780192833600;45929000
9780140422344;45929000
9780812000399;45929000
9780198711551;83224588
9780140444087;45929000
9780671475024;45929000
9780395290316;45929000
9780140150810;45929000
9780142001615;68929184
9780689834196;70502223
9780618446889;53596767
9780394755267;41164930
9780553580075;80623443
9780805202410;61735529
9780300115864;27118515
9781568813073;54076008
9780747546559;63025987
9781558745155;96036189
9780805061833;79122823
9780007179817;40180680
9780415283045;57182370
9780684832401;86278077
9780060838652;58057116
9781565848269;58057116
9781565847255;58057116
9780500203477;7759689
9780822318644;25333930
9780395740101;97262010
9780060913076;33207775
9780425181645;72356177
9780307237200;72356177
9780940895485;74042958
9780440936855;22575753
9780877887263;22575753
9780671686901;22575753
9780877880202;22575753
9780062545039;22575753
9780521639873;48561529
9780385092104;48561529
9781419154072;48561529
9780140433395;48561529
9780907129073;93169034
9780195114157;98362424
9781400150687;98362424
9780060734015;3244358
9780439271714;5507543
9780618654796;3244358
9780525464822;3244358
9781559704649;20046888
9780786902064;1332226
9780452284937;52476716
9780385415606;19107200
9780525949787;52476716
9780452283206;52476716
9780452284449;52476716
9783471772539;52476716
9781857093315;96073372
9781421506135;91527927
9781591164418;91527927
9781421506128;91527927
9781421502717;91527927
9781421504032;91527927
9784088736211;66814918
9784088736716;66814918
9784088736525;66814918
9780373028603;28610178
9780307277763;84729774
9783257228007;84729774
9780747534938;84729774
9780140105834;84729774
9780747566755;84729774
9784088732138;91527927
9782723442275;91527927
9780440410256;33065898
9780440229353;33065898
9780440419679;33065898
9780306801457;37552286
9780156001458;33065898
9780385321983;33065898
9780375757327;26178089
9780141439822;26178089
9780393964523;26178089
9780689844089;26178089
9781587263880;26178089
9780486404882;26178089
9780520238954;98362424
9781555176808;98362424
9781883011888;98362424
9780142437179;98362424
9780486443225;98362424
9780375757372;98362424
9780393020397;98362424
9780486406640;98362424
9780520242456;98362424
9780553211955;98362424
9780060955427;98362424
9780940450738;98362424
9780060594527;71791592
9781589199507;50653222
9780671019877;48098386
9780517189603;26262197
9780451528834;26262197
9781402713194;12747561
9780142437056;26262197
9780142437018;26262197
9780879237905;65391461
9780060277406;61689732
9780465081455;63567581
9780465002603;63567581
9781594030864;63567581
9780465081431;63567581
9780465037384;63567581
9780465081424;63567581
9780744520057;19899264
9780916856595;68044312
9781893007161;68044312
9780960989867;91143143
9780395530078;53423522
9780618479030;29494825
9780374529383;72446286
9780374525750;72446286
9780374504847;72446286
9780878054909;39973892
9780374521028;72446286
9780822219750;65186250
9783458334224;47213974
9781420925432;30720123
9780451521415;30720123
9780811202107;11710705
9780141441481;30720123
9780486424545;30720123
9780393310320;30720123
9780156286510;57754765
9780141183350;30720123
9780385314695;48574635
9781594200939;60796893
9780439847797;12592789
9780439651417;12592789
9780439651400;12592789
9780380777587;14823591
9781860460586;65113965
9780750000338;65316256
9780750005944;65316256
9782253933212;65113965
9780750012638;65316256
9780750002462;65316256
9780750002424;65316256
9781420926842;54693884
9780300044881;54693884
9780486427591;54693884
9780674993389;74911976
9780872203600;3820966
9781420927320;47933937
9780226307756;49303790
9780312304355;68757251
9781416600305;15836228
9781840466386;86796554
9780553383829;41298831
9780743217187;41298831
9780070013568;41298831
9780060816193;41298831
9780061161537;41298831
9780060951306;41298831
9780060951276;41298831
9780060591717;41298831
9780060535032;41298831
9780571219766;5186200
9783518399606;65113965
9780750002448;65316256
9780399239984;68929184
9780679643357;68929184
9780345448194;68929184
9780140275018;68929184
9780345455826;68929184
9780345448149;68929184
9780140298512;68929184
9780399234767;68929184
9781890447175;68819231
9780613359603;20314212
9780141185477;81085608
9780321344755;26819454
9780060987329;40180680
9780679763970;8107579
9780156030489;65798029
9780060984380;82096175
9780060184124;82096175
9780815412182;75131131
9780060837556;63338685
9780060510855;63338685
9780380710843;63338685
9780743286428;63338685
9780517201664;63338685
9780671024185;63338685
9780671024208;63338685
9780688093686;63338685
9780380710829;63338685
9780380711963;63338685
9780764586682;51686917
9781401308582;63945552
9780099450252;31500976
9780099456766;31500976
9780385662239;31500976
9780767904414;33586074
9780767904438;33586074
9780767904421;33586074
9780618709861;33586074
9780140259100;33586074
9780446696128;23652771
9780446696135;23652771
9780446696517;23652771
9780446694858;23652771
9780446615860;23652771
9788496284531;23652771
9780446691796;23652771
9780446606813;23652771
9780446693806;23652771
9780142000205;33771567
9780446676076;23652771
9780061136955;61561166
9780670037773;8168884
9780767920742;3903626
9780307264220;4790547
9780312349486;10542960
9780671524098;73497802
9780743210768;93815633
9780440420620;72019250
9780440420637;72019250
9780440420590;72019250
9780307264121;52315540
9781421505473;1574214
8987059752;64727016
9781421505480;1574214
9780871235961;26139449
9780974607894;23798621
9780767916912;68824842
9780373706402;74767666
9781903582411;43177902
9780717801336;40364487
9780553233704;82272412
9780195421163;82272412
9780553565928;82272412
9780786180301;82272412
9780770422455;82272412
76783609419;82272412
9780770422479;82272412
9780553212419;34286500
9780393059168;34286500
9780393058000;34286500
9780471648796;30015192
9781598870299;34286500
9780871139474;12909347
9780743564670;22903253
9780448409573;34286500
9780517174968;34286500
9780743533959;22903253
9780470038321;10405209
9780764525902;10405209
9780449005576;23105343
9781590522011;66504621
9780385732550;71398003
9780064401685;35497297
9780449904961;24226792
9780156011655;38028701
9780330488150;38028701
9780964561106;38028701
9781400097029;66100017
9780307263117;66100017
9780375725234;66100017
9780679736851;66100017
9780679737995;66100017
9780375725302;66100017
9780330371858;66100017
9780143037743;15861891
9780689875342;20033370
9780452287655;93319326
9780439228909;34204494
9780060572150;53547442
9780142004203;91147550
9780143039105;87223546
9780142437308;87223546
9780099478423;87223546
9780142437919;87223546
9780143039723;87223546
9780143039020;87223546
9780140186123;87223546
9780140185331;87223546
9780671019099;87223546
9780375703874;15861891
9780375703867;15861891
9780385722223;24902597
9780060586546;96761003
9781567922691;96761003
9780940450097;96761003
9780940450240;96761003
9780140431056;96761003
9780940450004;96761003
9780440416883;85390106
9780385327879;99067342
9780142002063;60378308
9780449235942;30825904
9780862731588;60378308
9780142002025;60378308
9780142002049;60378308
9780142003251;60378308
9780142003299;60378308
9780142002155;75037999
9780141184883;75037999
9781904634003;75037999
9780141184890;75037999
9781842552476;38172853
9780679854340;38172853
9780440458159;38172853
9780192752536;38172853
9780440486879;38172853
9781405088565;81364165
9780330489997;81364165
9780330442558;81364165
9780688117221;81364165
9780330367479;63618476
9781841156736;12130847
9781589971288;32188882
9780446679220;46101552
9780830826056;24166667
9780505523242;79090146
761568107371;29248056
9780345446664;46101552
9780307275738;46101552
9780571204106;46101552
9780571204205;46101552
9780571204151;46101552
9781400096473;46101552
9780345442123;46101552
9780743219570;46101552
9780743219617;46101552
9780743219631;46101552
9780060934347;98604419
9780142437230;98604419
9780451528902;98604419
9780375756993;98604419
9780156495400;64268229
9780822004158;51078830
9780727861153;35828884
9780821773680;36242169
9780226443225;56005457
9780345449603;36242169
9781843607403;74512277
9781582430157;39838421
9780767915748;23660322
9780963810946;59258756
9780393328622;53378905
9780553380163;50912263
9780767923224;49159929
9780895260475;25060954
9780802715524;32556101
9780517223123;68216887
9780743564410;53871220
9780764596865;86632551
9780609602195;340697
9780792272663;81555279
9780374271077;36406603
9780701127664;81555279
9788420466552;81555279
9780670037568;95989965
9788466617352;85301607
9780747236047;85301607
9780785118954;52913302
9783453215283;85301607
9782266111577;85301607
9782221089569;85301607
9780380817931;85301607
9780380817924;85301607
9780316017442;85301607
9780060506049;85301607
9780312989484;85301607
9780553572940;85301607
9780380817160;85301607
9780312282998;95141704
9781593071714;95141704
9780849942983;40303957
9780722533949;34502646
9780060527990;34502646
9780316767729;88493508
9780753459645;87444893
9780330484770;45997516
9780375727276;45997516
9780446677127;52853861
9781416908166;7318967
9780664228910;98417988
9780060925758;33758249
9780922729487;68655292
9780452282179;44505060
9780807014295;80309081
9780807014264;80309081
9780393058635;44636152
9780471979982;16757611
9780201616224;99827289
9780976694021;17573967
9780713997279;64064055
9780859653237;33837922
9780753456101;63378089
9780689837142;21642721
9781569246818;61999683
9780060566104;4366614
9780446578844;86271309
9780743276122;17523787
9780099468233;9611944
9780757305450;12500068
9780830833290;26469949
9780312291563;99965133
9780375727405;65448218
9780140276336;15861891
9781417626281;15861891
9780140297782;15861891
9783518222638;71818686
9780875168166;14213195
9780739326749;6107639
9780743275064;6107639
20049130001;61454938
9781579510022;96325736
9781400079179;6107639
9780739339787;6107639
9788495618603;6107639
9780195307139;76063613
9780747573623;20314212
9781932416596;91820601
9781932416244;91820601
9781573223560;91820601
9780753814413;91820601
9781573226882;91820601
9781573228213;91820601
9780141007335;91820601
9780670916665;91820601
9781596912311;55170807
9780738511672;2047287
9780826414779;95207022
9781401301019;69846634
9782226126269;52974674
9789774248443;43965990
9780142401750;50478438
9780060094423;33353947
9781568821573;17477285
9780007109661;33353947
9780060094416;33353947
9781594480119;58522043
9780061132384;60285553
9780679735250;27865833
9780451216779;1728156
9780609808344;75241886
9780439944397;56088953
9780590227162;35395715
9780140298543;89053188
9780312426033;4993179
9780375703409;49100341
9780312267179;30170698
9780393322101;21177367
9780060856267;50568542
9780786176274;70048877
9780307350329;62094222
9780060932664;62094222
9780143039433;57208698
9780764585968;69107830
9780582461536;57208698
9780060010607;85808686
9781400065554;493233
9780747263746;85808686
9780142004234;57208698
9780753806791;2464589
9780553116083;57208698
9780448437439;79234880
9781412040556;25813791
9780316907927;95523403
9781843543640;40854069
9781843541851;40854069
9781843544852;40854069
9780684848594;66842675
9780743243155;66842675
9781842055069;34286500
9780679642596;30936136
9780312421700;73289272
9780689833762;47904903
9780330367349;21151853
9780142000212;21151853
9788423671267;90247977
9781929229482;92491139
9780061284380;90247977
9780753819319;90247977
9781932394696;71622901
9780440400349;81387708
9780142402931;25232683
9780142500378;25232683
9780060792176;76933315
9780141008257;76933315
9780618711659;76933315
9780060894085;36378509
9780879697129;41846961
9780345433749;66226382
9780786886326;83585365
9780689861130;57780569
9780743461511;71623079
9780689845079;71623079
9782743604912;28681700
9780689842191;97779906
9780822002963;26865893
9780099477310;31336332
9780520204959;65364764
9780743297264;58270329
9783462031959;62094222
9780684843322;53871220
9781565124820;11979549
9780099481560;53871220
9780099285045;53871220
9780743253420;53871220
9780099449232;58311084
9780684837864;53871220
9781561643424;30872542
9780694524983;53871220
9780552773126;30936136
9780345458261;30936136
9780345463159;30936136
9780345418005;30936136
9780345417985;30936136
9780345417961;30936136
9780684842509;66026782
9780684801537;66026782
9781570031465;66026782
9780873515122;66026782
9780141183596;66026782
9780140771978;23998643
9780060098919;66026782
9781572702561;66026782
9780764586019;33511439
9780140620184;66026782
9780312426453;52853861
9780446612623;52853861
9780446604406;52853861
9780446608602;52853861
9780446673785;52853861
9780312423735;52853861
9780751503890;1084262
9780451187260;1084262
9780449214541;1084262
9780312300531;1084262
9780974016719;82623606
9788496546424;1084262
9780307275691;31500976
9780006646006;31500976
9780195024920;28727793
9781589802544;85580389
9780521890472;66026782
9781553650430;40180680
9781550549171;40180680
9780195189995;82090741
9781568580395;39130151
9780809447961;7318722
9780345420695;350333
9780684844077;20596929
9780345431103;350333
9780806127941;41011032
9780143039488;57208698
9780142000687;57208698
9781883011154;57208698
9780141185118;57208698
9780141186078;57208698
9780802775931;91211944
9780802714626;91211944
9780516277653;43279807
9780964432901;64633362
9780060540944;3621336
9780373764211;11539827
9780670037605;88213023
9780874850918;48947432
9780140072143;48947432
9780679783480;34279675
9780330267144;34279675
9780670886586;34279675
9780099421863;34279675
9780735619678;78390168
9781578660391;72879912
9780671035976;72879912
9780671708269;72879912
9780671519988;72879912
9780465016907;58630741
9780465016914;58630741
9780091883768;90115909
9781591396192;4120077
9781892295491;44118619
9780192801722;44118619
9781592246465;44118619
9780743243780;41562463
