,book_id,author_id
76,9780471780939,-5167172326590485070
77,9780325001531,-2735672949193481810
78,9780060762872,-6613482037460162191
79,9780470045299,373410658931860830
80,9780072262780,-1876006318320523379
81,9780764569241,373410658931860830
82,9780471933823,-2001056400836880438
83,9780764559914,373410658931860830
84,9780764584381,373410658931860830
85,9780596523695,3217832984156701632
86,9780806523491,8526752697883838576
87,9780806525365,8526752697883838576
88,9780596527310,6990471265961715485
89,9780143035008,-9152604888080968644
90,9780451528612,-9152604888080968644
91,9780140449174,-9152604888080968644
92,9780822001836,7104229219814430306
93,9781593080273,-9152604888080968644
94,9780486437965,-9152604888080968644
95,9781593081775,-9152604888080968644
96,9780778322276,7355670623792450466
97,9780521313254,5824469335042109055
98,9780140183955,5063743639293500287
99,9780679767473,-1739027940422884176
100,9781568491981,1482893376030419328
101,9780743270793,-3634928673927402236
102,9780932863058,-3953225107357185187
103,9780742508804,2245991618302932116
104,9780205358625,-2736196879121945481
105,9781557344038,-8422691741965654670
106,9780380720446,1723899579224929912
107,9780821925324,-8806103555560170351
108,9780439271691,-5384950375511891547
109,9780606105262,-8806103555560170351
110,9780751506433,-3864571073230419076
111,9780060786717,-6007500735208726625
112,9780743499347,-8118206914956370463
113,9780765313409,7138998753519441162
114,9781400032495,3356293867889981263
115,9781400032488,3356293867889981263
116,9781400032464,3356293867889981263
117,9780679732525,3356293867889981263
118,9780312424442,5337331526468606044
119,9780806930770,-3466113843805550625
120,9780140366600,813834465105457199
121,9780811201124,-3443547789915671572
122,9780802130167,-3443547789915671572
123,9780802131782,-3443547789915671572
124,9780802151827,-3443547789915671572
125,9780802151780,-3443547789915671572
126,9780802151803,-3443547789915671572
127,9780811201063,-3443547789915671572
128,9780141439631,6889214837684509542
129,9781593080969,6889214837684509542
130,9781571290533,3079250098075648470
131,9781565842212,3079250098075648470
132,9780394743042,3079250098075648470
133,9781851681822,5620220872028721467
134,9781566562492,8060261575527005488
135,9780140195538,5620220872028721467
136,9780394431246,5620220872028721467
137,9780806501901,5620220872028721467
138,9780679439202,5620220872028721467
139,9780753453803,-5127738763128746916
140,9781402714573,-5127738763128746916
141,9781416500292,-5127738763128746916
142,9780689854682,-5127738763128746916
143,9780517221143,-5127738763128746916
144,9781577658054,4988672364768766017
145,9780933121188,-5708769225005784738
146,9780785950103,4568644548845534114
147,9780394800844,9112125919781936251
148,9780821778258,-4242383910509402464
149,9780060733032,-7014492650664368560
150,9788432216060,3860353226600729011
151,9780345413994,-6248978720354263463
152,9780441788385,-6248978720354263463
153,9780441748600,-6248978720354263463
154,9780345316509,-6248978720354263463
155,9780765314932,-6248978720354263463
156,9780671742515,2124749463266512826
157,9780345455291,2124749463266512826
158,9780345476517,-366945416352426869
159,9780345368430,-6718586056288975307
160,9781417622856,2124749463266512826
161,9780573650963,9005898435933466128
162,9780691122946,1848131890214887458
163,9780393329407,-3087823361494323057
164,9780671867423,1801502711962652060
165,9780395883976,-5921011925873948620
166,9780684848150,2473243635995745533
167,9780140156041,2473243635995745533
168,9780140119480,2473243635995745533
169,9780679722946,2473243635995745533
170,9780743244251,2473243635995745533
171,9780140179170,2473243635995745533
172,9780679722953,2473243635995745533
173,9781594201202,-6461434904613343301
174,9780060930219,-6461434904613343301
175,9780060931674,-6461434904613343301
176,9780140283389,-6461434904613343301
177,9780312423209,-6461434904613343301
178,9780141180632,-6461434904613343301
179,9780143039945,-6461434904613343301
180,9780316724432,-6461434904613343301
181,9780140189308,1719761215874400971
182,9781400043149,-1239846503195706403
183,9780374522216,-1239846503195706403
184,9780679754862,-1239846503195706403
185,9780679752868,-1239846503195706403
186,9780374521721,-1239846503195706403
187,9780679754855,-1239846503195706403
188,9780307264879,-1239846503195706403
189,9780374529949,-1239846503195706403
190,9780143039839,7072676261136435978
191,9780140097313,7072676261136435978
192,9780140097351,7072676261136435978
193,9780940650763,7072676261136435978
194,9780963188922,4006429897385314463
195,9780312426231,7072676261136435978
196,9780140115857,7072676261136435978
197,9780140154078,7072676261136435978
198,9780805081459,7072676261136435978
199,9780140178135,7072676261136435978
200,9780811214988,7072676261136435978
201,9782742741465,7072676261136435978
202,9780143036555,6909823684694830924
203,9780446579780,4152158431218802488
204,9780521386739,-7849240920860291319
205,9780743203043,-2124840745628796756
206,9780345438713,-4991995481876606153
207,9780393318289,1342826229983439417
208,9781599869940,-5875629816567067811
209,9780806519609,-8922488748740074173
210,9780822549208,-1970218896682344147
211,9780932813862,-5875629816567067811
212,9780373792689,-455901529009507297
213,9780974514055,-4022359513016461762
214,9780764585975,-6030462496578955409
215,9780307281708,1493838632067384331
216,9780812969702,2908625471236420678
217,9780060255084,722134954374225368
218,9780330485388,-4478863188450694937
219,9781594130236,-4478863188450694937
220,9780345360359,-2207869283682713062
221,785342303476,4215150394495201945
222,9780321430847,1553515627792876432
223,9783822840856,-4567102007502252790
224,9780743264464,3738709239235294254
225,9780743236010,3738709239235294254
226,9780553572490,-4139964810881601664
227,9780060589462,-2613684091976630177
228,9780802789471,-3757031571660236307
229,9780688060695,-4672636838151794691
230,9781859605158,-5899186517205381644
231,9781592530878,-7610363061589717757
232,9780451528803,-9152604888080968644
233,9780192833983,-9152604888080968644
234,9780486451381,-9152604888080968644
235,9780452011878,7909660126921869110
236,9780451163080,7909660126921869110
237,9780452286757,7909660126921869110
238,9780451163936,7909660126921869110
239,9780452281257,7909660126921869110
240,9780451187840,7909660126921869110
241,9780451147950,7909660126921869110
242,9780452274044,7909660126921869110
243,9780471791430,6663512091200248067
244,9780553803815,-7243144778393620101
245,9780375755194,4848206945204517688
246,9781592283194,-4241467920353174470
247,9780975599518,330088059235201521
248,9780374502003,-1218525569780515344
249,9780307263940,-3782022192820694623
250,9780312405540,1823635719207640156
251,9780195170139,7685099295684509899
252,9781400079490,-2687474959275981828
253,9780688171629,-6716516528672689323
254,9780060932688,4568644548845534114
255,9781400034956,4568644548845534114
256,9780307350428,4568644548845534114
257,9780307350442,4568644548845534114
258,9781400034543,4568644548845534114
259,9781400095803,4568644548845534114
260,9780375708114,-2539482625046176325
261,9780861714926,-8381994227335580105
262,9781843535843,3615699575692201479
263,9781740594776,334628802839083901
264,9788408064763,334628802839083901
265,9781740592055,334628802839083901
266,9780618710539,-4494579127927788146
267,9780060512804,-8843292145966957376
268,9782228894166,-8843292145966957376
269,9780060733353,-8843292145966957376
270,9780060593087,-8843292145966957376
271,9780553383447,-8843292145966957376
272,9780380816033,-8843292145966957376
273,9780553380965,-8843292145966957376
274,9780553383430,-8843292145966957376
275,9780060833183,-8843292145966957376
276,9780553380958,-8843292145966957376
277,9781880685358,4730167352469439494
278,9781880685334,4730167352469439494
279,9780465067107,-8946880448793738346
280,9780465051366,-8946880448793738346
281,9780465067091,-8946880448793738346
282,9780898709193,-7882903360370269246
283,9780060887964,-5268102271760942302
284,9780061122415,-5268102271760942302
285,9781421504605,-1816282813857598737
286,9781591169253,-1816282813857598737
287,9781421504599,-1816282813857598737
288,9781591169208,-1816282813857598737
289,9781591169291,-1816282813857598737
290,9780060192501,-5268102271760942302
291,9781591169239,-1816282813857598737
292,9780812974614,-6918133785133965240
293,9781587157394,-5783596762272035978
294,9780142000670,-6008285400810092710
295,9780060554736,-4072462768189890623
296,9780142401200,3404083423984774525
297,9780808553038,-3669076912399391855
298,9781400096893,-4581930125670832737
299,9780739326220,-4581930125670832737
300,9780099498186,-4581930125670832737
301,9781557046833,-3418704824222914192
302,9780099771517,-4581930125670832737
303,9780743430593,-5894249258968710292
304,9781932664393,-3344567302298851287
305,9780521750844,6633801497862693413
306,9780802415318,-1542972471717265557
307,9781416524793,6753478435197917854
308,9788495618771,6753478435197917854
309,9780972859899,6753478435197917854
310,9780307277671,6753478435197917854
311,9780767926034,6753478435197917854
312,9782266144346,6753478435197917854
313,9781416524809,6753478435197917854
314,9780552151764,6753478435197917854
315,9780593055076,6753478435197917854
316,9780786016068,-7209490755103301772
317,9780671015206,-2352259650314467379
318,9781585424337,-3341119006788515716
319,9781932429237,-3341119006788515716
320,9780977616657,-4819706931541683931
321,9781563410901,2629717088925471864
322,9780345479174,1679109388110455354
323,9780451205360,8231249117570037776
324,9781419349997,8231249117570037776
325,9781400098033,6026791207964605185
326,9780743226721,51651438944194875
327,9780140481396,7442443086395139811
328,9780226014906,4490692095618475565
329,9781416500186,3954255014026536554
330,9780310258971,-6146159544061232725
331,9780060838584,-4616800158408595481
332,9780141006871,-4616800158408595481
333,9780812968064,5313867258376696636
334,9780385340540,364911131522148362
335,9780394720241,5925024880335133008
336,9780345480606,3754039127963930279
337,9780060193393,995216056269013534
338,9781579546014,-7961169411767254907
339,9780972018418,995216056269013534
340,9780471743675,4225627032817242396
341,9780471430452,-9115539779765627069
342,9780805431575,7677782071734656602
343,9780679838869,-900502633677719127
344,9780373250714,8976085264424494957
345,9780140143454,-8462331984262552569
346,9780802732293,-6816869930202480539
347,694055000612,7985639808217477801
348,9780307238276,-6382639538035588583
349,9781400052585,-6382639538035588583
350,9780307346582,-6382639538035588583
351,9781400052387,-1346591201318015816
352,9780609609972,-1346591201318015816
353,9781400052370,-1346591201318015816
354,9780061234002,-5318180978114966274
355,9788466625128,-5318180978114966274
356,9780061245138,-5318180978114966274
357,9780399153594,1404722106572449744
358,9780156030205,-1410075231154258769
359,9780828808392,-1410075231154258769
360,9780140285970,9175954903805841422
361,9780307276902,-7478067788134827136
362,9781411677319,7592100341670964542
363,9780061171468,4821486204439002324
364,9780787968335,-1207089161495129933
365,9780446394598,6453546017613684848
366,9780131494848,-2317009984100955785
367,9780316861014,-1558126998906227803
368,9780060574215,-7588184607902441640
369,9780060192778,-7588184607902441640
370,9780061232053,-7588184607902441640
371,9780735200302,-4016805162565095634
372,9780553381672,-5856834063588049587
373,9780517542026,-5856834063588049587
374,9780393324815,-8462331984262552569
375,9780744005615,7618657065484212224
376,9780140280197,-132410091536114468
377,9780553383683,562467821306938395
378,9780553295412,8481983432315288920
379,9780812590104,-7199927900824746202
380,9780385516419,562467821306938395
381,9780553381399,562467821306938395
382,9780553382044,562467821306938395
383,9780446691437,562467821306938395
384,9780826413017,-7348372597496468928
385,9780811701648,9196363565177413041
386,9780140442755,-6242272934198052764
387,9780192802774,-6242272934198052764
388,9780140449747,-6242272934198052764
389,9780879756321,-6242272934198052764
390,9781890318239,-8166717044858790652
391,9780872207882,-6242272934198052764
392,9780801435300,-6242272934198052764
393,9780872204621,-6242272934198052764
394,9780140449044,-6242272934198052764
395,9780140449082,5181787618549128483
396,9780140446388,5181787618549128483
397,9780879757779,5181787618549128483
398,9780192824257,5181787618549128483
399,9780140440348,5181787618549128483
400,9780393959468,5181787618549128483
401,9780375400612,5181787618549128483
402,9780226327709,5181787618549128483
403,9780140275360,2508115560618025833
404,9780872203525,2508115560618025833
405,9780374529055,2508115560618025833
406,9780147712554,2508115560618025833
407,9780140447941,2508115560618025833
408,9780451527370,2508115560618025833
409,9780872205420,2508115560618025833
410,9780143039952,2508115560618025833
411,9780374525743,2508115560618025833
412,9780060931957,2508115560618025833
413,9780140449112,2508115560618025833
414,9780451527363,2508115560618025833
415,9780865165847,-2582519773190107429
416,9780674995833,-2582519773190107429
417,9781891190230,2145468512082398707
418,9780192837684,-2582519773190107429
419,9781558321250,7920948906266137288
420,9780141000589,5120503262022660432
421,9780517092941,5120503262022660432
422,9780521618748,5120503262022660432
423,9781557831576,5831394243269545045
424,9780062512796,-5268102271760942302
425,9780062513342,-5268102271760942302
426,9780060527983,-5268102271760942302
427,9780060832810,-5268102271760942302
428,9780061122095,-5268102271760942302
429,9780060930134,-5268102271760942302
430,9780061124266,-5268102271760942302
431,9780140714548,5120503262022660432
432,9780764586033,-9075625627477405330
433,9780764585685,5120503262022660432
434,9780879232153,3581255525801629070
435,9780674991200,1900519528696532204
436,9780872201682,1900519528696532204
437,9780674991224,1900519528696532204
438,9780872203945,1900519528696532204
439,9780393971675,1900519528696532204
440,9780674991873,1900519528696532204
441,9780929524351,-3858294886671781366
442,9780226307800,-8929879907348859008
443,9780226307848,-8929879907348859008
444,9780226307831,-8929879907348859008
445,9781590171806,1948515183742848421
446,9780553213638,-8929879907348859008
447,9780226307824,-8929879907348859008
448,9780226307817,-8929879907348859008
449,9780140449297,-8929879907348859008
450,9780674995604,-8929879907348859008
451,9780521643863,-8929879907348859008
452,9780140447262,-8929879907348859008
453,9780195125986,-8929879907348859008
454,9780413752802,-8929879907348859008
455,9780486424620,-8929879907348859008
456,9780393325836,-4732117675173040091
457,9780192832603,-8929879907348859008
458,9780674995338,-8929879907348859008
459,9780195061666,-8929879907348859008
460,9780674995666,-8929879907348859008
461,9780195145663,-8929879907348859008
462,9780715631874,-4250408091048219217
463,9780822004240,3884253774125813771
464,9780674995741,-8929879907348859008
465,9780674996007,-8929879907348859008
466,9780715629949,-8929879907348859008
467,9780226307664,-8929879907348859008
468,9780226307787,-6460264399217238827
469,9780226307947,-6460264399217238827
470,9780195135923,-6460264399217238827
471,9780140443332,-6460264399217238827
472,9780872203907,-6460264399217238827
473,9780140441123,-6460264399217238827
474,9780374527051,-6460264399217238827
475,9780812216271,-6460264399217238827
476,9780226307640,-6460264399217238827
477,9780521539814,-2792082447353272044
478,9781400041923,-6460264399217238827
479,9780812216714,-6460264399217238827
480,9780486292427,-6460264399217238827
481,9781419150012,-6460264399217238827
482,9780226307862,-2119505085092608038
483,9780452011670,-2119505085092608038
484,9780451527844,-2119505085092608038
485,9780156027649,-2119505085092608038
486,9780140444254,-2119505085092608038
487,9780872205857,-2119505085092608038
488,9780679431329,-2119505085092608038
489,9780140440287,-2119505085092608038
490,9780192835888,-2119505085092608038
491,9781580495936,-2119505085092608038
492,9780451621603,-2119505085092608038
493,9780521617352,-2119505085092608038
494,9781416500339,-2119505085092608038
495,9780452007178,-7217568278616247386
496,9780415907446,-7217568278616247386
497,9780553213430,-7217568278616247386
498,9780812234565,-7217568278616247386
499,9780872203617,-7217568278616247386
500,9780140448146,-7217568278616247386
501,9781585100873,-7217568278616247386
502,9780199120093,-7217568278616247386
503,9780674995376,-7217568278616247386
504,9780140441529,-7217568278616247386
505,9780156027656,-7217568278616247386
506,9780674995963,-7217568278616247386
507,49086007763,-1373393248800372937
508,9780198721598,7201842057830358545
509,9780451616227,-7217568278616247386
510,9780198140818,-7217568278616247386
511,9780872206038,-7217568278616247386
512,9780140443325,-7217568278616247386
513,9780521774338,-7758990202552558286
514,9781400032716,-7029226355348176449
515,9780316156509,-1198289832835180113
516,9780743482776,5120503262022660432
517,9780743271325,-7939791540401732504
518,9780142000281,-5776381843388271355
519,9781576751725,6332436403104639243
520,9788433924636,-4322518115330175922
521,9788433968777,-4322518115330175922
522,9781862076655,-4322518115330175922
523,9788433924711,-4322518115330175922
524,9788433924629,-4322518115330175922
525,9780321317100,5675791961945937012
526,9780321365200,5675791961945937012
527,9788432216428,4336123602774210163
528,9781565480841,-8997641383356178343
529,9780679783190,-8997641383356178343
530,9781565481244,-8997641383356178343
531,9780520227576,6307241904879673503
532,9780024021502,-8997641383356178343
533,9780872201866,-8997641383356178343
534,9780143035985,1801502711962652060
535,9780192854520,8912836489651190126
536,9781565482012,-8997641383356178343
537,9780060934910,-8206267066169508982
538,9788466308953,-8206267066169508982
539,9780156001267,-7064809776391635397
540,9780140447897,-7064809776391635397
541,9780393058109,-7064809776391635397
542,9780806128948,-7064809776391635397
543,9780806114569,-7064809776391635397
544,9780814317327,4946783099161241482
545,9780674992559,-7064809776391635397
546,9780520242609,-7064809776391635397
547,9780674990470,-7064809776391635397
548,9780674990463,-7064809776391635397
549,9780814326114,4946783099161241482
550,9780806115603,6280261033634930183
551,9780691015972,6681589377649133397
552,9780195143102,-2119505085092608038
553,9780195143737,-2119505085092608038
554,9780130158857,7378531897016214075
555,9781857150605,2508115560618025833
556,9780226301198,-2792082447353272044
557,9780521315791,-2792082447353272044
558,9780521011761,-2792082447353272044
559,9780521479349,-2792082447353272044
560,9781585424832,4544681438904673142
561,9780767907439,4544681438904673142
562,9780743233217,-1079546215955551504
563,9780743270601,-1079546215955551504
564,9780393061314,6909823684694830924
565,9780865475090,6184698236739025767
566,9780385486804,-7148473045524340231
567,9780785268833,5131440022752366956
568,9780743246989,883375678156619824
569,9780446579674,-6377049935303335094
570,9780515142396,1925365673467634143
571,9780439227148,-9029537975474712516
572,9780375825385,6436296968806661876
573,9781591583660,-5569998385107135052
574,9780805063899,-1531036557233383301
575,9780394417752,-5143261523647763533
576,9780140268683,-5143261523647763533
577,9780140137347,-5143261523647763533
578,9780140251579,-5092634740815003858
579,9780192802385,-7374479352329811559
580,9780143036234,-7374479352329811559
581,9780486440910,-7374479352329811559
582,9781593083243,-7374479352329811559
583,9781400032808,-7148473045524340231
584,9780375752674,8034758468406526983
585,9780385494786,-7148473045524340231
586,9780679783619,-246867510667382652
587,9780374292799,5048683671487041938
588,9788427032224,5048683671487041938
589,9780898868098,8810031762860719330
590,9780590422673,-3711785823755293116
591,9780451529305,-5322454933936489978
592,9781402714580,-5322454933936489978
593,9780439101363,-5322454933936489978
594,9780517221167,-5322454933936489978
595,9781931082730,-5322454933936489978
596,9781904633273,-5322454933936489978
597,9780743487603,1254664247001930541
598,9781593081386,1254664247001930541
599,9781586633523,-1254135353599385202
600,9781593080556,1254664247001930541
601,9781857151435,1254664247001930541
602,9780671792275,-6582292566102402576
603,9781405228183,-894375581456896668
604,9780517093399,1254664247001930541
605,9780375760051,1254664247001930541
606,9780451530042,1254664247001930541
607,9780671882365,-6908599456605153599
608,9780670030774,-6752589625934966480
609,9780140436143,1254664247001930541
610,9780465031269,6909823684694830924
611,9780060183073,6909823684694830924
612,9780822533894,41396835754519936
613,9780439321624,-7231496022189490415
614,9780826452320,-6360465303457751328
615,9780747584667,-7231496022189490415
616,9780765342515,6594680308900839862
617,9780765342539,6594680308900839862
618,9780765342522,6594680308900839862
619,9780413772787,-8629615757933534530
620,9781420926712,-7217568278616247386
621,9780198144960,-7217568278616247386
622,9780521834346,-1148939828709887607
623,9781573921336,-7217568278616247386
624,9780198145042,-7217568278616247386
625,9781853991141,-6124303751868930635
626,9781883011086,-6581637553498721574
627,9781883011079,-6581637553498721574
628,9780375415029,-6581637553498721574
629,9780394758268,-6581637553498721574
630,9780394757650,-6581637553498721574
631,9780394758282,-6581637553498721574
632,9780394757681,-6581637553498721574
633,9780812970401,-1877925778887460667
634,9780452286870,2028565951105996968
635,9781421501567,-8390926961403616845
636,9780563524748,-6581637553498721574
637,9780670034727,2056733869489111186
638,9780684824710,2056733869489111186
639,9780142003848,2056733869489111186
640,9780262540377,2056733869489111186
641,9780465073511,2056733869489111186
642,9780387987200,-3631384541587933382
643,9780262540421,2056733869489111186
644,9780553345841,5758519684910681471
645,9780553103748,-1182206351854447902
646,9780553804362,-1182206351854447902
647,9780553802023,-1182206351854447902
648,9780762419227,-1182206351854447902
649,9780465081981,7548936548600622279
650,9780393324464,-1182206351854447902
651,9780380707638,2920117761935220192
652,9780691050843,-1182206351854447902
653,9780060977108,-6570847350545626420
654,9780713484076,5647115181805750581
655,9780316281331,8224242354318127356
656,9780452282315,7909660126921869110
657,9780452278875,7909660126921869110
658,9780451191151,7909660126921869110
659,9780446618762,1220470942447085885
660,9780060793197,6427864761700355281
661,9781400051571,8726513984658687831
662,9780312425029,-4414710637103464336
663,9780312424084,-4414710637103464336
664,9780316172325,-8474747018488826683
665,9780849945113,-2996996533789145436
666,9780743422079,-2126615722651795524
667,9780517147689,-7374479352329811559
668,9780452286535,-6035751041129741169
669,9780517118290,-7374479352329811559
670,9780192832979,-7374479352329811559
671,9780192802637,-7374479352329811559
672,9780972121798,-4061441134815376177
673,9780743564366,3957905676145642389
674,9780764586606,1135181760891731101
675,9780679731368,5559794505790061473
676,9780140435825,-8372501644021598271
677,9780192836229,-8372501644021598271
678,9780140448009,-8372501644021598271
679,9780140447972,-8372501644021598271
680,9780226735191,4363745112147445380
681,9780312422158,5314608773111354758
682,9780743270755,2623315676557711421
683,9780743223133,51651438944194875
684,9781574671322,-1865453775455247196
685,9780142437117,-9022989187238855108
686,9780393311334,2818666680930139914
687,9780142437780,-9079255236804057192
688,9780764553028,2271962050864914227
689,9780471773863,-4963521885779434642
690,9780452281325,-8957208585487845447
691,9780684842233,745440573673674987
692,9780684839370,745440573673674987
693,9780072920963,2392030873892805049
694,9780938497196,-7321167808960266441
695,9780671708634,-5973364620845888808
696,9780743250979,-5973364620845888808
697,9780671887179,-5973364620845888808
698,9781932073201,5192499895474963662
699,9780915811236,5192499895474963662
700,9780425179611,-2013383628543913409
701,9780306814556,4743661156127757724
702,9780671869205,51651438944194875
703,9781400096916,4926705289323003873
704,9780679600855,4926705289323003873
705,9780345478207,5420248231723327328
706,9780449007389,5420248231723327328
707,9780679745648,4926705289323003873
708,9780739333648,4926705289323003873
709,9780684868769,-2269054627036283888
710,9780446671828,1774179375870050444
711,9780813527406,-5307546917276565879
712,9780684842578,1760296693578961592
713,9780940450318,1760296693578961592
714,9781883011949,1760296693578961592
715,9780940450530,1760296693578961592
716,9780486420493,1760296693578961592
717,9780689304576,-3669076912399391855
718,9780440802501,-3669076912399391855
719,9780307236012,2124749463266512826
720,9781597770071,2124749463266512826
721,9780618056996,2220166108019312501
722,9780618083558,2220166108019312501
723,9780395291306,2868749164459356338
724,9780618574995,2220166108019312501
725,9780618009367,2220166108019312501
726,9780140272925,1215268994008058718
727,9780670910618,1215268994008058718
728,9780140271577,1215268994008058718
729,9780198111849,-3696685953877332074
730,9780815319665,-1709803250236218349
731,9780671792763,51651438944194875
732,9780671447540,51651438944194875
733,9780684813639,51651438944194875
734,9780844662923,51651438944194875
735,9780743262132,51651438944194875
736,9780451188458,-5670856724403430239
737,9780761452423,7970277509251749627
738,9788466305136,-5670856724403430239
739,9789626343586,-8737488671052739689
740,9780763630188,-3818756454354954647
741,9780143058090,-8737488671052739689
742,9781593080181,-8737488671052739689
743,9780415247719,8713522663977960409
744,9780192781536,8999379671738765664
745,9780919123700,6533016636024996183
746,9780192741561,8999379671738765664
747,9780252063022,-4035544375864886443
748,9780700607426,1647000450249158775
749,9780515139730,7596220422867132342
750,9780515121490,7596220422867132342
751,9780061020612,7295195527056652647
752,9780812967050,3073821468346416320
753,9781854583529,633084189588921293
754,9780862921477,-3362970714522666438
755,9780674996236,690613052529153163
756,9780393977615,-4732117675173040091
757,9780141439976,-9133562385368615326
758,9780743487733,-9133562385368615326
759,9781571741028,7566886365555347167
760,9780439436540,-9133562385368615326
761,9781842124024,-9133562385368615326
762,9780812970753,-9133562385368615326
763,9780141441115,-9133562385368615326
764,9780307264893,6193407816879897027
765,9780824512590,1907698711254519599
766,9781400083114,9073210617929456127
767,9780156007757,-5473180697376051123
768,9780156001410,-5473180697376051123
769,9780156010597,-5473180697376051123
770,9780156013031,-5473180697376051123
771,9780156005203,-5473180697376051123
772,9780156028790,-5473180697376051123
773,9780156004015,-5473180697376051123
774,9781860465024,-5473180697376051123
775,9788466312806,-5473180697376051123
776,9788466314749,-5473180697376051123
777,9788466306799,-5473180697376051123
778,9780156006248,-5473180697376051123
779,9789587043648,-5473180697376051123
780,9780890093894,5620220872028721467
781,9780001000391,5620220872028721467
782,9780394448046,5620220872028721467
783,9780143036388,5802131359676905449
784,9780141182674,5802131359676905449
785,9780375711169,7780588455636219404
786,9783829602266,1716364362043728968
787,9780679725404,-4732117675173040091
788,9780143034544,-5776381843388271355
789,9780807744680,670483757187627601
790,9780195137897,-6166959085198195048
791,9780071460828,-5833079752589748064
792,9780316346627,-8474747018488826683
793,9780786887170,-3250135885057903833
794,9780060521998,7293357304754359920
795,9780141439563,1254664247001930541
796,9780393960693,1254664247001930541
797,9780664241582,-218000474656481091
798,9780060935467,5627912872383268238
799,9780060888695,5627912872383268238
800,9780061205699,5627912872383268238
801,9780761501664,-8912181460203260273
802,9780486287591,-4415398180546019993
803,9781416500391,-4415398180546019993
804,9781556434952,7361129638849969829
805,9780192834423,6889214837684509542
806,9781931082303,6889214837684509542
807,9781931082884,6889214837684509542
808,9781883011093,6889214837684509542
809,9780140424386,3895123805307698728
810,9780192833600,3895123805307698728
811,9780140422344,3895123805307698728
812,9780812000399,3895123805307698728
813,9780198711551,-6074122343784083050
814,9780140444087,3895123805307698728
815,9780671475024,3895123805307698728
816,9780395290316,3895123805307698728
817,9780140150810,3895123805307698728
818,9780142001615,8193651550607251090
819,9780689834196,1399759220613415531
820,9780618446889,-461908544895435872
821,9780394755267,-5298297431736900419
822,9780553580075,-2707113124641496683
823,9780805202410,4300485909935661054
824,9780300115864,1691735239797681259
825,9781568813073,-7007422102119237073
826,9780747546559,1894305984683346940
827,9781558745155,-6120861779981023419
828,9780805061833,8936197699781931721
829,9780007179817,-6276588862189135049
830,9780415283045,-5657641685273797865
831,9780684832401,-2682805201539149626
832,9780060838652,-999150031422509122
833,9781565848269,-999150031422509122
834,9781565847255,-999150031422509122
835,9780500203477,6909276671020151083
836,9780822318644,9164423120493663185
837,9780395740101,8739133451223551184
838,9780060913076,-6461434904613343301
839,9780425181645,-8378069124899954255
840,9780307237200,-8378069124899954255
841,9780940895485,-8727965252785729700
842,9780440936855,-8806103555560170351
843,9780877887263,-8806103555560170351
844,9780671686901,-8806103555560170351
845,9780877880202,-8806103555560170351
846,9780062545039,-8806103555560170351
